SMILES	Substrate	Mol_ID
NC(C(C([H])=O)=CN1C2C(O)C(O)C(COP([O-])(OP([O-])(OP([O-])([O-])=O)=O)=O)O2)=NC1=O	5-formyl-dCTP	mol_4793.sdf
C1C(C(OC1N2C=C(C(=NC2=O)N)Br)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	5-bromo-dCTP	mol_4792.sdf
C1C(C(OC1N2C=C(C(=NC2=O)N)I)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	5-iodo-dCTP	mol_4794.sdf
Nc1nc(=O)n(cc1CO)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1	5-hydroxymethyl-dCTP	mol_4795.sdf
C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	dUTP	mol_4791.sdf
C1C(C(OC1N2C=C(C(=NC2=O)N)Cl)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	5-chloro-dCTP	mol_4796.sdf
P(OC[C@H]1O[C@@H](N2C=C(O)C(=NC2=O)N)[C@H](O)[C@@H]1O)(OP(OP(O)(O)=O)(O)=O)(O)=O	5-hydroxy-dCTP	mol_4800.sdf
C1C(C(OC1N2C=C(C(=O)NC2=O)F)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	5-fluoro-dUTP	mol_4797.sdf
C1C(C(OC1N2C=NC3=C(NC(=O)N=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	2-hydroxy-dATP	mol_4798.sdf
C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	2-chloro-dATP	mol_4799.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADP-D-ribose	mol_4805.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	5',5''-diadenosine tetraphosphate	mol_4806.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	P1,P6-bis(5'-adenosyl) hexaphosphate	mol_4807.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	P1,P5-bis(5'-adenosyl) pentaphosphate	mol_4808.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	P1,P4-bis(5'-adenosyl) tetraphosphate	mol_2814.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	diadenosine 5',5''''-P1,P4-tetraphosphate	mol_4809.sdf
C1C(C(OC1N2C3=C(C(=O)NC(=N3)N)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	8-oxo-dGTP	mol_4810.sdf
C1C(C(OC1N2C=NC3=C(NC(=O)N=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	2-oxo-dATP	mol_4811.sdf
C1C(C(OC1N2C=NC3=C2N=CNC3=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	dITP	mol_4812.sdf
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O	thiamine triphosphate	mol_4813.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	P1,P3-bis(5'-adenosyl)triphosphate	mol_4814.sdf
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O	IDP	mol_4790.sdf
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O	UDP	mol_2087.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(CP(=O)(O)O)O)O)O)N	AMPCPP	mol_4817.sdf
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O.[Cl-]	TDP	mol_4818.sdf
CC1C(C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)NC(=O)C	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose	mol_4827.sdf
CN1C=[N+](C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=C(NC6=O)N)O)O)O)O	m7G5'ppp5'G	mol_4833.sdf
P(O)(=O)(OP(=O)(O)O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=[N+](C=2C(=O)NC(N)=NC12)C)O)O	7-methylguanosine 5'-diphosphate	mol_4832.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	P1,P6-bis(5'-adenosyl)hexaphosphate	mol_4834.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	P1,P5-bis(5'-adenosyl)pentaphosphate	mol_4835.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	P1,P4-bis(5'-adenosyl)tetraphosphate	mol_4836.sdf
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=O)NC2=O	XDP	mol_4837.sdf
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=O)NC2=O	XTP	mol_4840.sdf
C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	7,8-dihydroneopterin 3'-triphosphate	mol_4841.sdf
P(=O)(OC(C1=CC=CC=C1)=O)([O-])[O-]	benzoyl phosphate	mol_4842.sdf
P(O)(=O)(OP(=O)(O)OP(=O)(O)O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(=O)NC(=O)NC12)O)O	xanthosine 5'-triphosphate	mol_4848.sdf
C1(C(CCCC1)=O)=O	Cyclohexane-1,2-dione	mol_4857.sdf
O=C1CC2CC(C1(C2(C)C)C)=O	6-oxocamphor	mol_4860.sdf
C(C(=O)C=CC(=O)[O-])C(=O)C(=O)[O-]	3-maleylpyruvate	mol_4861.sdf
C(C1=CC=CC=C1)(=O)C[C@H](N)C(=O)O	beta-benzoyl-L-alanine	mol_4863.sdf
C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N	3-hydroxy-L-kynurenine	mol_4865.sdf
OC(=O)C(CC(=O)c1cccc(c1N)C)N	3-methyl-DL-kynurenine	mol_5671.sdf
OC(=O)C(CC(=O)c1cc(Cl)ccc1N)N	5-chloro-L-kynurenine	mol_5672.sdf
OC(=O)C(CC(=O)c1cc(Br)cc(c1N)Cl)N	5-bromo-3-chloro-DL-kynurenine	mol_5673.sdf
OC(=O)C(CC(=O)c1cccc(c1N)F)N	3-fluoro-DL-kynurenine	mol_5674.sdf
OC(=O)C(CC(=O)c1cccc(c1N)Br)N	3-bromo-L-kynurenine	mol_5675.sdf
OC(=O)C(CC(=O)c1cc(Br)ccc1N)N	5-bromo-L-kynurenine	mol_5676.sdf
OC(=O)C(CC(=O)c1cccc(c1N)Cl)N	3-chloro-DL-kynurenine	mol_5677.sdf
Brc1cc(Br)c(c(c1)C(=O)CC(C(=O)O)N)N	3,5-dibromo-L-kynurenine	mol_5678.sdf
C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N	3-hydroxy-DL-kynurenine	mol_4866.sdf
C(C1=CC=CC=C1)(=O)OC[C@H](N)C(=O)O	O-benzoyl-L-serine	mol_4864.sdf
COc1cc(cc(c1O)C(=O)/C=C(\C(=O)O)/C=C(/C(=O)O)\O)C(=O)O	4,11-dicarboxy-8-hydroxy-9-methoxy-2-hydroxy-6-oxo-6-phenyl-hexa-2 4-dienoate	mol_4868.sdf
ClC1=C(C=CC=C1)CCC(C(=CC=C(C(=O)O)O)C)=O	8-(2-chlorophenyl)-2-hydroxy-5-methyl-6-oxoocta-2,4-dienoic acid	mol_4869.sdf
OC(C(=O)O)=CC=CC(C1=CC=CC=C1)=O	2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	mol_4870.sdf
OC(C(=O)[O-])=CC=CC(C(C)C)=O	2-hydroxy-6-oxo-7-methylocta-2,4-dienoate	mol_4871.sdf
FC(C(=O)O)C	2-fluoropropionic acid	mol_4877.sdf
BrCCBr	1,2-Dibromoethane	mol_4882.sdf
BrCCCCCC	1-bromohexane	mol_4878.sdf
BrCCC	1-Bromopropane	mol_4884.sdf
BrCC(C)Br	1,2-dibromopropane	mol_4883.sdf
BrCCCCCCC	1-bromoheptane	mol_4880.sdf
BrCCCC	1-bromobutane	mol_4879.sdf
BrCCCCC	1-bromopentane	mol_4881.sdf
ClCCOCCCl	bis(2-chloroethyl) ether	mol_4885.sdf
ClCCCC	1-Chlorobutane	mol_4892.sdf
ICCCC	1-Iodobutane	mol_4900.sdf
BrCCCC#N	4-bromobutyronitrile	mol_4899.sdf
ICCC	1-Iodopropane	mol_4901.sdf
ClCCCCCC	1-Chlorohexane	mol_4890.sdf
ClCCCCCCl	1,5-Dichloropentane	mol_4902.sdf
BrCCCBr	1,3-dibromopropane	mol_4903.sdf
CCNC1=NC(=NC(=N1)Cl)NC(C)C	Atrazine	mol_4904.sdf
CC(C(=O)O)Cl	D-2-chloropropionate	mol_4905.sdf
O=C(C(=O)O)CC(CC)C	2-keto-4-methylhexanoic acid	mol_4910.sdf
O=C(C(=O)[O-])CC	2-Ketobutyrate	mol_4914.sdf
O=C(C(=O)O)CCCC	2-ketohexanoic acid	mol_4909.sdf
O=C(C(=O)O)CCC	2-ketopentanoic acid	mol_4912.sdf
O=C(C(=O)O)CC	2-ketobutanoic acid	mol_4913.sdf
O=C(C(=O)[O-])CCC	2-ketovalerate	mol_4915.sdf
C(\C=C\C1=CC=CC=C1)(=O)[O-]	trans-cinnamate	mol_4917.sdf
C(\C=C\C1=CC=C(C=C1)O)(=O)[O-]	4-coumarate	mol_4916.sdf
OC1=C(C(=O)[O-])C=CC=C1O	2,3-Dihydroxybenzoate	mol_1890.sdf
OC1=C(C(=O)[O-])C(=CC(=C1)C)O	2,6-dihydroxy-4-methylbenzoate	mol_4920.sdf
OC1=C(C(=O)[O-])C(=CC=C1)O	2,6-dihydroxybenzoate	mol_4918.sdf
OC1=C(C(=O)[O-])C(=CC(=C1)O)O	2,4,6-Trihydroxybenzoate	mol_4919.sdf
COC(=O)CC(=O)C(=O)O	3-methyloxaloacetate	mol_4921.sdf
C(CC(C(=O)O)N)CN	L-Orn	mol_4923.sdf
C(CCN)CC(C(=O)O)N	L-Lys	mol_4922.sdf
C(CC(C(=O)[O-])N)CC(C(=O)[O-])N	D,D-2,6-diaminoheptanedioate	mol_5679.sdf
C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)O	4-carboxy-5-aminoimidazole ribonucleotide	mol_4925.sdf
N[C@@H](CC1=CNC=N1)C(=O)O	L-histidine	mol_2548.sdf
P(=O)(O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C(=O)NC(=O)C=C1C(=O)O)O)O	orotidine 5'-monophosphate	mol_4927.sdf
P(=O)(O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C(=O)NC(=O)C=C1C(=O)O)O	2'-deoxyorotidine 5'-phosphate	mol_4929.sdf
P(=O)(O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C(=O)NC(=O)C(=C1C(=O)O)F)O)O	5-Fluoroorotidine 5'-phosphate	mol_4928.sdf
OC1=CC=C2NC=C(C[C@H](N)C(=O)O)C2=C1	5-hydroxy-L-tryptophan	mol_761.sdf
CC(CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	5-diphosphomevalonate	mol_4931.sdf
CC(CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	(R)-5-diphosphomevalonate	mol_4932.sdf
CC(CCOP(=O)([O-])OP(=O)([O-])[O-])(CC(=O)[O-])O	(R,S)-5-diphosphomevalonate	mol_4933.sdf
C1C2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C1N5)CCC(=O)O)CC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O	uroporphyrinogen-III	mol_4935.sdf
C1C2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C1N5)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O	uroporphyrinogen-I	mol_4934.sdf
P(=O)(O)(O)OCC(=O)[C@H](O)[C@H](O)COP(=O)(O)O	D-ribulose 1,5-bisphosphate	mol_4936.sdf
C(=CC=O)C=C(C(=O)O)N	2-aminomuconate semialdehyde	mol_4937.sdf
P(=O)(O)(O)OC[C@H]([C@H](C(CNC1=C(C=CC=C1)C(=O)O)=O)O)O	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	mol_4938.sdf
P(=O)(O)(O)OC[C@H]([C@H](C(CNC1=C(C=CC=C1)C(=O)O)=O)O)O	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate	mol_4939.sdf
C(=C(C(=O)[O-])OP(=O)([O-])[O-])F.[K+].[K+].[K+]	(Z)-3-fluorophosphoenolpyruvate	mol_4940.sdf
N[C@@H](CCCC)C(=O)O	L-norleucine	mol_1438.sdf
C(C1=CC(O)=C(O)C(O)=C1)(=O)O	gallic acid	mol_4945.sdf
C(C1=CC(O)=C(O)C=C1)(=O)O	protocatechuic acid	mol_4946.sdf
O=C(C(=O)[O-])CCC	2-oxopentanoate	mol_344.sdf
O=C(C(=O)O)CCCC	2-oxohexanoic acid	mol_4953.sdf
[N+](=O)([O-])C1=CC=C(C(=O)C(=O)[O-])C=C1	p-nitro-benzoylformate	mol_4954.sdf
O=C(C(=O)O)CC(CC)C	2-oxo-4-methylhexanoic acid	mol_4956.sdf
O=C(C(=O)O)CC	2-oxobutanoic acid	mol_4959.sdf
O=C(C(=O)[O-])CC	2-ketobutanoate	mol_4949.sdf
O=C(C(=O)O)CCC	2-oxopentanoic acid	mol_4955.sdf
O=C(C(=O)[O-])CC	2-oxobutanoate	mol_1404.sdf
O=C(C(=O)[O-])CCCC	2-ketohexanoate	mol_4951.sdf
CSCCC(C(=O)[O-])=O	4-methylthio-2-oxobutanoate	mol_4950.sdf
O=C(C(=O)[O-])CCC	2-ketopentanoate	mol_4948.sdf
O=C(C(=O)O)CC(C)C	2-oxo-4-methylpentanoic acid	mol_4958.sdf
C(C1=CC=CC=C1)C(=O)[O-]	benzylformate	mol_4952.sdf
C(C1=CC=CC=C1)(=O)C(=O)[O-]	benzoylformate	mol_4911.sdf
OC(C(=O)O)(C(=O)O)C=C(C)C	hydroxy(2-methylprop-1-en-1-yl)propanedioic acid	mol_4972.sdf
CC(C(=O)O)(C(=O)O)\C=C\C	methyl[(1E)-prop-1-en-1-yl]propanedioic acid	mol_4971.sdf
OC(C(=O)O)(C(=O)O)\C=C\C	hydroxy[(1E)-prop-1-en-1-yl]propanedioic acid	mol_4968.sdf
C1(=CC=CC=C1)C(C(=O)[O-])C(=O)[O-]	2-phenylmalonate	mol_4963.sdf
CC(C(=O)O)(C(=O)O)C=C(C)C	methyl(2-methylprop-1-en-1-yl)propanedioic acid	mol_4967.sdf
C(=C\CC)/C(C(=O)O)(C(=O)O)C	(1E)-but-1-en-1-yl(methyl)propanedioic acid	mol_4976.sdf
OC(C(=O)O)(C(=O)O)C1=CC=CC=C1	2-hydroxy-2-phenylmalonic acid	mol_4966.sdf
CC(C(=O)[O-])(C(=O)[O-])C1=CC=CC=C1	2-methyl-2-phenylmalonate	mol_4973.sdf
CC(C(=O)O)(C(=O)O)C1=CC=CC=C1	methyl(phenyl)propanedioic acid	mol_4974.sdf
C(=C)C(C(=O)O)(C(=O)O)C	2-vinyl-2-methylmalonic acid	mol_4964.sdf
C1(=CC=CC=C1)C(C(=O)[O-])C(=O)[O-]	Phenylmalonate	mol_4961.sdf
S1C=CC2=C1C=CC(=C2)C(C(=O)O)(C(=O)O)O	(1-benzothiophen-5-yl)(hydroxy)propanedioic acid	mol_4965.sdf
O=C(C(=O)[O-])\C=C\CC(=O)[O-]	(3E)-2-oxohex-3-enedioate	mol_4977.sdf
C(C(=O)O)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	oxalyl-CoA	mol_4978.sdf
C1(=CC=C(C=C1)C=O)C1=CC=CC=C1	4-biphenylcarboxaldehyde	mol_4987.sdf
S1C(=CC=C1)C=O	2-thiophenecarboxaldehyde	mol_4986.sdf
CC1=C(C=O)C=CC(=C1)C	2,4-dimethylbenzaldehyde	mol_4982.sdf
CC1=CC=C(C=O)C=C1	4-methylbenzaldehyde	mol_4985.sdf
BrC1=CC=C(C=O)C=C1	4-bromobenzaldehyde	mol_4983.sdf
CC=1C=C(C=O)C=CC1	3-methylbenzaldehyde	mol_4984.sdf
C([C@H](O)C1=CC=CC=C1)#N	(R)-mandelonitrile	mol_4988.sdf
P(=O)(O)(O)OCC(=O)[C@@H](O)[C@H](O)[C@H](O)CO	D-Fructose 1-phosphate	mol_3256.sdf
P(=O)(O)(O)OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O	D-fructose-1,6-bisphosphate	mol_3257.sdf
P(=O)(O)(O)OCC(=O)[C@H](O)[C@H](O)[C@@H](O)C	L-Fuculose 1-phosphate	mol_4991.sdf
C(C(CO)O)C(=O)C(=O)[O-]	2-keto-3-deoxy-L-lyxonate	mol_4998.sdf
C(C(C(CO)O)O)C(=O)C(=O)[O-]	2-keto-3-deoxy-L-mannonate	mol_4997.sdf
O=C(C(=O)C[C@@H](O)[C@@H](O)C)O	2-dehydro-3-deoxy-L-rhamnonic acid	mol_4996.sdf
OC(CC(C(=O)[O-])=O)CCC(=O)[O-]	4-hydroxy-2-ketoheptane-1,7-dioate	mol_4994.sdf
OC(CC(C(=O)O)=O)CC	4-hydroxy-2-ketohexanoic acid	mol_4993.sdf
OC(CC(C(=O)O)=O)C	4-hydroxy-2-ketopentanoic acid	mol_4995.sdf
P(=O)(O)(O)OC[C@H]([C@H](CC=O)O)O	2-deoxy-D-ribose 5-phosphate	mol_2478.sdf
C1(=CC=CC2=CC=CC=C12)C=O	1-naphthalene carboxaldehyde	mol_5008.sdf
CC1=C(C=O)C=CC=C1	2-Methylbenzaldehyde	mol_5011.sdf
S1C(=CC=C1)C=O	2-thiophene carboxaldehyde	mol_5012.sdf
C1OC2=C(O1)C=C(C=C2)C=O	piperonal	mol_5010.sdf
C(C(O)C1=CC=CC=C1)#N	mandelonitrile	mol_5013.sdf
C(C(O)C1=CC=CC=C1)#N	rac-mandelonitrile	mol_5014.sdf
[N+](=O)([O-])CC(O)C1=CC=CC=C1	2-nitro-1-phenylethanol	mol_5015.sdf
[N+](=O)([O-])CC(O)C1=CC=CC=C1	rac-2-nitro-1-phenylethanol	mol_5016.sdf
C1(=CC=C(C=C1)C=O)C1=CC=CC=C1	4-biphenyl carboxaldehyde	mol_5020.sdf
C([C@@H](O)C1=CC=CC=C1)#N	(S)-mandelonitrile	mol_5009.sdf
N[C@@H]([C@@H](O)C)C(=O)O	L-allo-threonine	mol_393.sdf
C1=CC=C(C=C1)C(C(C(=O)O)N)O	L-beta-Phenylserine	mol_5025.sdf
P(=O)(O)(O)OC[C@H]([C@H](CC(C(=O)[O-])=O)O)O	2-dehydro-3-deoxy-D-gluconate 6-phosphate	mol_5029.sdf
O=C(C(=O)[O-])C(C(C)O)C	2-oxo-3-methyl-4-hydroxypentanoate	mol_5030.sdf
O[C@H](CC(C(=O)[O-])=O)C	(S)-4-hydroxy-2-oxopentanoate	mol_5032.sdf
C(C(=O)C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)(=O)O	3-deoxy-D-manno-oct-2-ulosonic acid	mol_5036.sdf
OC(CC(C(=O)[O-])=O)C	4-hydroxy-2-oxopentanoate	mol_5034.sdf
OC(CC(C(=O)O)=O)C	4-hydroxy-2-oxopentanoic acid	mol_5035.sdf
OC(CC(C(=O)[O-])=O)CC	4-hydroxy-2-oxohexanoate	mol_5033.sdf
OC(CC(C(=O)[O-])=O)CCC(=O)[O-]	4-hydroxy-2-oxoheptane-1,7-dioate	mol_5031.sdf
O=C(C(=O)C[C@@H](O)[C@@H](O)C)[O-]	2-dehydro-3-deoxy-L-rhamnonate	mol_5037.sdf
O=C(C(=O)C[C@@H](O)CO)[O-]	2-dehydro-3-deoxy-L-lyxonate	mol_5039.sdf
O=C[C@H](O)CO	D-glyceraldehyde	mol_1247.sdf
P(=O)(O)(O)OC[C@H]([C@@H](CC(C(=O)[O-])=O)O)O	2-dehydro-3-deoxy-D-galactonate 6-phosphate	mol_5040.sdf
P(=O)(O)(O)OCC(=O)[C@H](O)[C@H](O)C	5-deoxy-D-ribulose 1-phosphate	mol_5041.sdf
CC(C(CC([O-])=O)C([O-])=O)(C([O-])=O)O	(2R,3S:2S,3R)-2-methyl-isocitrate	mol_5042.sdf
C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-]	threo-DL-Isocitrate	mol_5043.sdf
C(=O)(O)C(CC(C(=O)[O-])=O)(CC(=O)[O-])O	4-carboxy-4-hydroxy-2-oxoadipate	mol_5054.sdf
OC(CC(C(=O)[O-])=O)(C(=O)[O-])C	4-hydroxy-4-methyl-2-oxoglutarate	mol_5055.sdf
CC(C(C(=O)O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	beta-methylmalyl-CoA	mol_5057.sdf
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O	(3S)-malyl-CoA	mol_5056.sdf
C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O	chorismate	mol_2512.sdf
O[C@@]([C@H](CC(=O)[O-])C(=O)[O-])(C)C(=O)[O-]	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate	mol_5058.sdf
CC(C(CC(=O)[O-])C(=O)[O-])(C(=O)[O-])O	(2R,3S)-methylisocitrate	mol_5059.sdf
C(CC)[C@@H]([C@](C(=O)[O-])(O)C)C(=O)[O-]	(2R)-propyl-(3S)-methylmalate	mol_5065.sdf
C(C)[C@@H]([C@](C(=O)[O-])(O)C)C(=O)[O-]	(2R)-ethyl-(3S)-methylmalate	mol_5066.sdf
COC([C@H](O)CC(=O)[O-])=O	(2R)-methylmalate	mol_5060.sdf
C(C)OC([C@H](O)CC(=O)[O-])=O	(2R)-ethylmalate	mol_5063.sdf
CC(C(CC(=O)[O-])C(=O)[O-])(C(=O)[O-])O	(2R,3S)-2-methylisocitrate	mol_5062.sdf
CC(C(CC(=O)O)C(=O)O)(C(=O)O)O	(2S,3R)-2-methylisocitrate	mol_5064.sdf
CC(C(=O)[O-])C(C)(C(=O)[O-])O	(2R,3S)-dimethylmalate	mol_5061.sdf
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4C(=O)CCC(=O)O)O	2-succinylbenzoyl-CoA	mol_5067.sdf
C(=O)(O)CCCC1=C(C(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]2[C@H]([C@H]([C@@H](O2)N2C=NC=3C(N)=NC=NC23)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O)C=CC=C1	2-(3-carboxypropyl)-benzoyl-CoA	mol_5068.sdf
O[C@H](CC(C(=O)[O-])=O)CC	(S)-4-hydroxy-2-oxohexanoate	mol_5069.sdf
C(C)SC[C@H](N)C(=O)O	S-ethyl-L-cysteine	mol_5078.sdf
[N+](=O)([O-])C1=C(C=CC=C1)SC[C@H](N)C(=O)O	S-(2-nitrophenyl)-L-cysteine	mol_5075.sdf
C(C1=CC=CC=C1)SC[C@H](N)C(=O)O	S-Benzyl-L-cysteine	mol_5076.sdf
ClC[C@H](N)C(=O)O	beta-chloro-L-alanine	mol_5077.sdf
C1=CC(=CC=C1CC(C(=O)O)N)O	L-Tyr	mol_5687.sdf
FC=1C=C(C[C@H](N)C(=O)O)C=CC1O	3-fluoro-L-tyrosine	mol_5074.sdf
CCSCC(C(=O)O)N	S-ethyl-L-Cys	mol_5688.sdf
C1=CC(=CC=C1[N+](=O)[O-])SC[C@@H](C(=O)O)N	S-(o-nitrophenyl)-L-Cys	mol_5689.sdf
CSC[C@H](N)C(=O)O	S-methyl-L-cysteine	mol_1016.sdf
C1=CC=C(C=C1)CSCC(C(=O)O)N	O-benzyl-L-Cys	mol_5690.sdf
C(CCCCCC)=O	n-Heptanal	mol_5079.sdf
C(CCCCCCCCCCCCCCC)=O	n-hexadecanal	mol_5691.sdf
C1C(C(C(=O)CC1(C(=O)[O-])O)O)O	3-dehydroquinate	mol_5083.sdf
C1=C(C=CC2=CC=CC=C12)[N+]#[C-]	2-naphthyl isocyanide	mol_5084.sdf
CC(=O)NCCC(C(=O)O)N	N-alpha-acetyl-L-2,4-diaminobutanoate	mol_5088.sdf
C(C)(=O)NCC[C@@H](C(=O)[O-])N	(2S)-4-acetamido-2-aminobutanoate	mol_5087.sdf
C1=CC(C(C(=C1)C(=O)CCC(=O)O)C(=O)O)O	(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate	mol_5091.sdf
