SMILES	Ligand_name	Mol_ID	InChI	InChIKey
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O	myo-inositol hexakisphosphate	mol_3304.sdf	InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)	IMQLKJBTEOYOSI-UHFFFAOYSA-N
C1C(C(C(OC1(C(=O)O)O)C(C(COP(=O)(O)O)O)O)O)O	KDN 9-phosphate	mol_3311.sdf	InChI=1S/C9H17O12P/c10-3-1-9(16,8(14)15)21-7(5(3)12)6(13)4(11)2-20-22(17,18)19/h3-7,10-13,16H,1-2H2,(H,14,15)(H2,17,18,19)	KIZXPTJSEKWTPW-UHFFFAOYSA-N
C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N	ribavirin	mol_3326.sdf	InChI=1S/C8H12N4O5/c9-6(16)7-10-2-12(11-7)8-5(15)4(14)3(1-13)17-8/h2-5,8,13-15H,1H2,(H2,9,16)	IWUCXVSUMQZMFG-UHFFFAOYSA-N
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	5'-IMP	mol_3327.sdf	InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)	GRSZFWQUAKGDAV-UHFFFAOYSA-N
C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O	5'-dGMP	mol_3328.sdf	InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)	LTFMZDNNPPEQNG-UHFFFAOYSA-N
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP	mol_3325.sdf	InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)	RQFCJASXJCIDSX-UHFFFAOYSA-N
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	5'-UMP	mol_3329.sdf	InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)	DJJCXFVJDGTHFX-UHFFFAOYSA-N
P(=O)(O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O	3'-phosphoadenosine 5'-phosphate	mol_3334.sdf	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20,21)22)4(24-10)1-23-26(17,18)19/h2-4,6-7,10,16H,1H2,(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)/t4-,6-,7-,10-/m1/s1	WHTCPDAXWFLDIH-KQYNXXCUSA-N
P(=O)(O)(O)O[C@H]1[C@H]([C@@H](O[C@@H]1COP(=O)(O)O)N1C=NC=2C(N)=NC=NC12)O	adenosine 3',5'-bisphosphate	mol_3332.sdf	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20,21)22)4(24-10)1-23-26(17,18)19/h2-4,6-7,10,16H,1H2,(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)/t4-,6-,7-,10-/m1/s1	WHTCPDAXWFLDIH-KQYNXXCUSA-N
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O	D-myo-inositol monophosphate	mol_3335.sdf	InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)	INAPMGSXUVUWAF-UHFFFAOYSA-N
P(=O)(O)(O)O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O)N1C(=O)NC(=O)C(C)=C1	thymidine 3',5'-bisphosphate	mol_3343.sdf	InChI=1S/C10H16N2O11P2/c1-5-3-12(10(14)11-9(5)13)8-2-6(23-25(18,19)20)7(22-8)4-21-24(15,16)17/h3,6-8H,2,4H2,1H3,(H,11,13,14)(H2,15,16,17)(H2,18,19,20)/t6-,7+,8+/m0/s1	CSNCBOPUCJOHLS-XLPZGREQSA-N
P(=O)(O)(O)O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O)N1C(=O)N=C(N)C=C1	2'-deoxycytidine 3',5'-bisphosphate	mol_3340.sdf	InChI=1S/C9H15N3O10P2/c10-7-1-2-12(9(13)11-7)8-3-5(22-24(17,18)19)6(21-8)4-20-23(14,15)16/h1-2,5-6,8H,3-4H2,(H2,10,11,13)(H2,14,15,16)(H2,17,18,19)/t5-,6+,8+/m0/s1	PIILJQRMNSOCFD-SHYZEUOFSA-N
P(=O)(O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)O	5'-phosphoadenylyl-(3'->5')-adenosine	mol_3338.sdf	InChI=1S/C20H26N10O13P2/c21-15-9-17(25-3-23-15)29(5-27-9)19-12(32)11(31)7(41-19)1-40-45(37,38)43-14-8(2-39-44(34,35)36)42-20(13(14)33)30-6-28-10-16(22)24-4-26-18(10)30/h3-8,11-14,19-20,31-33H,1-2H2,(H,37,38)(H2,21,23,25)(H2,22,24,26)(H2,34,35,36)/t7-,8-,11-,12-,13-,14-,19-,20-/m1/s1	GTUJJVSZIHQLHA-XPWFQUROSA-N
C1C(C(C(OC1(C(=O)[O-])O)C(COP(=O)([O-])[O-])O)O)O	2'-deoxythymidine 3',5'-bisphosphate	mol_3336.sdf	InChI=1S/C8H15O11P/c9-3-1-8(14,7(12)13)19-6(5(3)11)4(10)2-18-20(15,16)17/h3-6,9-11,14H,1-2H2,(H,12,13)(H2,15,16,17)/p-3	IZZNRKJLBIYBJN-UHFFFAOYSA-K
P(=O)(O)(O)O[C@H]1[C@H]([C@@H](O[C@@H]1COP(=O)(O)O)N1C(=O)NC(=O)C=C1)O	uridine 3',5'-bisphosphate	mol_3344.sdf	InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(14)10-5)8-6(13)7(23-25(18,19)20)4(22-8)3-21-24(15,16)17/h1-2,4,6-8,13H,3H2,(H,10,12,14)(H2,15,16,17)(H2,18,19,20)/t4-,6-,7-,8-/m1/s1	ZPVPRWPOZBXDKD-XVFCMESISA-N
P(=O)(O)(O)O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O)N1C=NC=2C(=O)NC(N)=NC12	2'-deoxyguanosine 3',5'-bisphosphate	mol_3339.sdf	InChI=1S/C10H15N5O10P2/c11-10-13-8-7(9(16)14-10)12-3-15(8)6-1-4(25-27(20,21)22)5(24-6)2-23-26(17,18)19/h3-6H,1-2H2,(H2,17,18,19)(H2,20,21,22)(H3,11,13,14,16)/t4-,5+,6+/m0/s1	HLOADLNVPDIIIB-KVQBGUIXSA-N
P(=O)(O)(O)O[C@H]1[C@H]([C@@H](O[C@@H]1COP(=O)(O)O)N1C=NC=2C(=O)NC(N)=NC12)O	guanosine 3',5'-bisphosphate	mol_3345.sdf	InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6(26-28(21,22)23)3(25-9)1-24-27(18,19)20/h2-3,5-6,9,16H,1H2,(H2,18,19,20)(H2,21,22,23)(H3,11,13,14,17)/t3-,5-,6-,9-/m1/s1	XYVNHPYNSPGYLI-UUOKFMHZSA-N
P(=O)(O)(O)O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O)N1C=NC=2C(N)=NC=NC12	2'-deoxyadenosine 3',5'-bisphosphate	mol_3341.sdf	InChI=1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(24-26(19,20)21)6(23-7)2-22-25(16,17)18/h3-7H,1-2H2,(H2,11,12,13)(H2,16,17,18)(H2,19,20,21)/t5-,6+,7+/m0/s1	GOZKRKUVKAXOEP-RRKCRQDMSA-N
P(=O)(O)(O)O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O)N1C(=O)NC(=O)C=C1	2'-deoxyuridine 3',5'-bisphosphate	mol_3337.sdf	InChI=1S/C9H14N2O11P2/c12-7-1-2-11(9(13)10-7)8-3-5(22-24(17,18)19)6(21-8)4-20-23(14,15)16/h1-2,5-6,8H,3-4H2,(H,10,12,13)(H2,14,15,16)(H2,17,18,19)/t5-,6+,8+/m0/s1	FHZQKRVABILKGW-SHYZEUOFSA-N
CNC=1C=2N=CN([C@H]3[C@H](O)[C@H](OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N4C=NC=5C(N)=NC=NC45)O)O)[C@@H](COP(=O)(O)O)O3)C2N=CN1	N6-methyl-5'-phosphoadenylyl-(3'->5')-adenosine	mol_3342.sdf	InChI=1S/C21H28N10O13P2/c1-23-17-11-19(27-5-25-17)31(7-29-11)21-14(34)15(9(43-21)3-40-45(35,36)37)44-46(38,39)41-2-8-12(32)13(33)20(42-8)30-6-28-10-16(22)24-4-26-18(10)30/h4-9,12-15,20-21,32-34H,2-3H2,1H3,(H,38,39)(H2,22,24,26)(H,23,25,27)(H2,35,36,37)/t8-,9-,12-,13-,14-,15-,20-,21-/m1/s1	FVDWSBOKYRONPA-NAGRZYTCSA-N
P(=O)(O)(O)OCC=1C(=C(C(=NC1)C)O)C=O	pyridoxal 5'-phosphate	mol_3348.sdf	InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)	NGVDGCNFYWLIFO-UHFFFAOYSA-N
P(=O)(O)(O)OCC=1C(=C(C(=NC1)C)O)CN	pyridoxamine 5'-phosphate	mol_2524.sdf	InChI=1S/C8H13N2O5P/c1-5-8(11)7(2-9)6(3-10-5)4-15-16(12,13)14/h3,11H,2,4,9H2,1H3,(H2,12,13,14)	ZMJGSOSNSPKHNH-UHFFFAOYSA-N
C(C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O)OP(=O)(O)O	D-glycero-beta-D-manno-heptose 1,7-bisphosphate	mol_3350.sdf	InChI=1S/C7H16O13P2/c8-2(1-18-21(12,13)14)6-4(10)3(9)5(11)7(19-6)20-22(15,16)17/h2-11H,1H2,(H2,12,13,14)(H2,15,16,17)	LMTGTTLGDUACSJ-UHFFFAOYSA-N
C(C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O)OP(=O)(O)O	D-glycero-alpha-D-manno-heptose 1,7-bisphosphate	mol_3349.sdf	InChI=1S/C7H16O13P2/c8-2(1-18-21(12,13)14)6-4(10)3(9)5(11)7(19-6)20-22(15,16)17/h2-11H,1H2,(H2,12,13,14)(H2,15,16,17)	LMTGTTLGDUACSJ-UHFFFAOYSA-N
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)OP(=O)(O)O)O)O)O)O)N	ADP-ribose 1''-phosphate	mol_3352.sdf	InChI=1S/C15H24N5O17P3/c16-12-7-13(18-3-17-12)20(4-19-7)14-10(23)8(21)5(34-14)1-32-39(28,29)37-40(30,31)33-2-6-9(22)11(24)15(35-6)36-38(25,26)27/h3-6,8-11,14-15,21-24H,1-2H2,(H,28,29)(H,30,31)(H2,16,17,18)(H2,25,26,27)	CUNFRFHBHMFVPH-UHFFFAOYSA-N
CN1C=[N+](C2=C1C(=O)NC(=N2)N)C3C(C(C(O3)COP(=O)(O)O)O)O	N7-methyl-GMP	mol_3358.sdf	InChI=1S/C11H16N5O8P/c1-15-3-16(8-5(15)9(19)14-11(12)13-8)10-7(18)6(17)4(24-10)2-23-25(20,21)22/h3-4,6-7,10,17-18H,2H2,1H3,(H4-,12,13,14,19,20,21,22)/p+1	AOKQNZVJJXPUQA-UHFFFAOYSA-O
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	mol_3373.sdf	InChI=1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)	RZZPDXZPRHQOCG-UHFFFAOYSA-N
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADP-ribose	mol_2772.sdf	InChI=1S/C15H23N5O14P2/c16-12-7-13(18-3-17-12)20(4-19-7)14-10(23)8(21)5(32-14)1-30-35(26,27)34-36(28,29)31-2-6-9(22)11(24)15(25)33-6/h3-6,8-11,14-15,21-25H,1-2H2,(H,26,27)(H,28,29)(H2,16,17,18)	SRNWOUGRCWSEMX-UHFFFAOYSA-N
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCCN)O)O	CDP-ethanolamine	mol_3374.sdf	InChI=1S/C11H20N4O11P2/c12-2-4-23-27(19,20)26-28(21,22)24-5-6-8(16)9(17)10(25-6)15-3-1-7(13)14-11(15)18/h1,3,6,8-10,16-17H,2,4-5,12H2,(H,19,20)(H,21,22)(H2,13,14,18)	WVIMUEUQJFPNDK-UHFFFAOYSA-N
C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	3',5'-cAMP	mol_3376.sdf	InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)	IVOMOUWHDPKRLL-UHFFFAOYSA-N
C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O	3',5'-cGMP	mol_3377.sdf	InChI=1S/C10H12N5O7P/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6-3(21-9)1-20-23(18,19)22-6/h2-3,5-6,9,16H,1H2,(H,18,19)(H3,11,13,14,17)	ZOOGRGPOEVQQDX-UHFFFAOYSA-N
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C5N=C(NC6=O)N)O)O)O)N	5'-pApG	mol_3378.sdf	InChI=1S/C20H26N10O14P2/c21-14-8-15(24-3-23-14)29(4-25-8)19-12(33)13(7(43-19)2-40-45(35,36)37)44-46(38,39)41-1-6-10(31)11(32)18(42-6)30-5-26-9-16(30)27-20(22)28-17(9)34/h3-7,10-13,18-19,31-33H,1-2H2,(H,38,39)(H2,21,23,24)(H2,35,36,37)(H3,22,27,28,34)/p-3	SXJAFMAZBFVAJD-UHFFFAOYSA-K
C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O	cGMP	mol_3384.sdf	InChI=1S/C10H12N5O7P/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6-3(21-9)1-20-23(18,19)22-6/h2-3,5-6,9,16H,1H2,(H,18,19)(H3,11,13,14,17)	ZOOGRGPOEVQQDX-UHFFFAOYSA-N
C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP	mol_3386.sdf	InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7-6(4(1-16)19-10)20-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)	KMYWVDDIPVNLME-UHFFFAOYSA-N
O[C@H]([C@@H]1O)[C@H]([N+]2=CC(C(N)=O)=CC=C2)O[C@@H]1COP([O-])(OP([O-])(OC[C@H]([C@]3([H])[C@@]4([H])OP(O3)([O-])=O)O[C@H]4N5C=NC6=C(N)N=CN=C65)=O)=O	2',3'-cNADP+	mol_3385.sdf	InChI=1S/C21H26N7O16P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16-15(42-47(36,37)43-16)11(41-21)6-39-46(34,35)44-45(32,33)38-5-10-13(29)14(30)20(40-10)27-3-1-2-9(4-27)18(23)31/h1-4,7-8,10-11,13-16,20-21,29-30H,5-6H2,(H6-,22,23,24,25,31,32,33,34,35,36,37)/p-2/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	FYSCLQKJEHBMFH-NNYOXOHSSA-L
C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	cAMP	mol_3393.sdf	InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)	IVOMOUWHDPKRLL-UHFFFAOYSA-N
C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	cyclic di-3',5'-adenylate	mol_3400.sdf	InChI=1S/C20H24N10O12P2/c21-15-9-17(25-3-23-15)29(5-27-9)19-11(31)13-7(39-19)1-37-43(33,34)42-14-8(2-38-44(35,36)41-13)40-20(12(14)32)30-6-28-10-16(22)24-4-26-18(10)30/h3-8,11-14,19-20,31-32H,1-2H2,(H,33,34)(H,35,36)(H2,21,23,25)(H2,22,24,26)	PDXMFTWFFKBFIN-UHFFFAOYSA-N
C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C6N=C(NC7=O)N)O)OP(=O)(O1)O)O	cyclic di-3',5'-guanylate	mol_3388.sdf	InChI=1S/C20H24N10O14P2/c21-19-25-13-7(15(33)27-19)23-3-29(13)17-9(31)11-5(41-17)1-39-45(35,36)44-12-6(2-40-46(37,38)43-11)42-18(10(12)32)30-4-24-8-14(30)26-20(22)28-16(8)34/h3-6,9-12,17-18,31-32H,1-2H2,(H,35,36)(H,37,38)(H3,21,25,27,33)(H3,22,26,28,34)	PKFDLKSEZWEFGL-UHFFFAOYSA-N
CP(OC1=CC=C(C=C1)[N+](=O)[O-])([O-])=O	4-nitrophenyl methylphosphonate	mol_3411.sdf	InChI=1S/C7H8NO5P/c1-14(11,12)13-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,11,12)/p-1	VJPXTXIEAOSJBR-UHFFFAOYSA-M
S(=O)(=O)(O)OCC[N+](C)(C)C	choline O-sulfate	mol_3412.sdf	InChI=1S/C5H13NO4S/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3/p+1	WXCQAWGXWVRCGP-UHFFFAOYSA-O
CP(=O)([O-])OC1=CC=C(C=C1)[N+](=O)[O-]	4-nitrophenyl methylphosphate	mol_3414.sdf	InChI=1S/C7H8NO5P/c1-14(11,12)13-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,11,12)/p-1	VJPXTXIEAOSJBR-UHFFFAOYSA-M
P(=O)#C[N+](CCO)(C)C	phosphoryl choline	mol_3413.sdf	InChI=1S/C5H11NO2P/c1-6(2,3-4-7)5-9-8/h7H,3-4H2,1-2H3/q+1	NJNWCIAPVGRBHO-UHFFFAOYSA-N
S(=O)(=O)(OC1=CC=C(C=C1)[N+](=O)[O-])[O-]	4-nitrophenyl sulfate	mol_3403.sdf	InChI=1S/C6H5NO6S/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H,10,11,12)/p-1	JBGHTSSFSSUKLR-UHFFFAOYSA-M
CC1=CC(=O)OC2=C1C=CC(=C2)OS(=O)(=O)O	4-Methylumbelliferyl sulfate	mol_2909.sdf	InChI=1S/C10H8O6S/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H,12,13,14)	FUYLLJCBCKRIAL-UHFFFAOYSA-N
S(=O)(=O)(O)OCC[N+](C)(C)C	Choline sulfate	mol_3415.sdf	InChI=1S/C5H13NO4S/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3/p+1	WXCQAWGXWVRCGP-UHFFFAOYSA-O
P(=O)(OC(C)C)(OC(C)C)F	diisopropyl fluorophosphate	mol_3488.sdf	InChI=1S/C6H14FO3P/c1-5(2)9-11(7,8)10-6(3)4/h5-6H,1-4H3	MUCZHBLJLSDCSD-UHFFFAOYSA-N
P(=O)(O)(O)CC(C(=O)[O-])=O	3-phosphonopyruvate	mol_3489.sdf	InChI=1S/C3H5O6P/c4-2(3(5)6)1-10(7,8)9/h1H2,(H,5,6)(H2,7,8,9)/p-1	CHDDAVCOAOFSLD-UHFFFAOYSA-M
S(=O)(O)CCC(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	3-sulfinopropanoyl-CoA	mol_3491.sdf	InChI=1S/C24H40N7O19P3S2/c1-24(2,19(35)22(36)27-5-3-14(32)26-6-7-54-15(33)4-8-55(44)45)10-47-53(42,43)50-52(40,41)46-9-13-18(49-51(37,38)39)17(34)23(48-13)31-12-30-16-20(25)28-11-29-21(16)31/h11-13,17-19,23,34-35H,3-10H2,1-2H3,(H,26,32)(H,27,36)(H,40,41)(H,42,43)(H,44,45)(H2,25,28,29)(H2,37,38,39)/t13-,17-,18-,19+,23-/m1/s1	NQBUSKKVOLGOGY-IEXPHMLFSA-N
C(=O)=S	carbonyl sulfide	mol_3492.sdf	InChI=1S/COS/c2-1-3	JJWKPURADFRFRB-UHFFFAOYSA-N
[C@@H]1([C@H](O)[C@H](O)[C@@H](CSCCC(N)C(=O)O)O1)N1C=NC=2C(N)=NC=NC12	S-adenosyl-DL-homocysteine	mol_3493.sdf	InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6?,7-,9-,10-,13-/m1/s1	ZJUKTBDSGOFHSH-ZRURSIFKSA-N
[C@@H]1([C@H](O)[C@H](O)[C@@H](CSCC[C@H](N)C(=O)O)O1)N1C=NC=2C(N)=NC=NC12	S-adenosyl-L-homocysteine	mol_3494.sdf	InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
C1=CC(=C(C=C1[N+](=O)[O-])Cl)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O	2-chloro-4-nitrophenyl beta-D-maltoheptaoside	mol_3498.sdf	InChI=1S/C48H74ClNO38/c49-12-3-11(50(73)74)1-2-13(12)75-42-30(67)23(60)36(15(5-52)77-42)84-44-32(69)25(62)38(17(7-54)79-44)86-46-34(71)27(64)40(19(9-56)81-46)88-48-35(72)28(65)41(20(10-57)82-48)87-47-33(70)26(63)39(18(8-55)80-47)85-45-31(68)24(61)37(16(6-53)78-45)83-43-29(66)22(59)21(58)14(4-51)76-43/h1-3,14-48,51-72H,4-10H2	UFQOUXCAOOCZCY-UHFFFAOYSA-N
C1=CC(=C(C=C1[N+](=O)[O-])Cl)C2(C(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O	2-chloro-4-nitrophenyl alpha-maltotrioside	mol_3501.sdf	InChI=1S/C24H34ClNO18/c25-9-3-7(26(38)39)1-2-8(9)24(44-23-20(37)17(34)14(31)11(5-28)41-23)21(18(35)15(32)12(6-29)43-24)42-22-19(36)16(33)13(30)10(4-27)40-22/h1-3,10-23,27-37H,4-6H2	AQTOSAZILYIEIC-UHFFFAOYSA-N
CC1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@H](O2)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)OC9=CC=C(C=C9)[N+](=O)[O-])CO)CO)CO)CO)CO)CO)O)O	4,6-ethylidene-[G7]-p-nitrophenyl-[G1]-alpha-D-maltoheptaoside	mol_3502.sdf	InChI=1S/C50H77NO38/c1-13-74-12-22-43(75-13)29(64)36(71)50(83-22)89-42-21(11-57)82-49(35(70)28(42)63)88-41-20(10-56)81-48(34(69)27(41)62)87-40-19(9-55)80-47(33(68)26(40)61)86-39-18(8-54)79-46(32(67)25(39)60)85-38-17(7-53)78-45(31(66)24(38)59)84-37-16(6-52)77-44(30(65)23(37)58)76-15-4-2-14(3-5-15)51(72)73/h2-5,13,16-50,52-71H,6-12H2,1H3/t13?,16-,17-,18-,19-,20-,21-,22-,23-,24-,25-,26-,27-,28-,29-,30-,31-,32-,33-,34-,35-,36-,37-,38-,39-,40-,41-,42-,43-,44+,45-,46-,47-,48-,49-,50-/m1/s1	QOGJBGFYMYQFNE-SECAJZLMSA-N
