EC_number	UniProt_ID	Organism_name	WT_structures	Mutant_structures	Structure_type
3.2.1.14	P07254	Serratia marcescens	2WK2	5Z7N,7FD6,2WLZ,2WM0,1FFQ,1X6N,5Z7M,5Z7O,5Z7P,2WLY	Substrate only
3.2.1.14	P29029	Saccharomyces cerevisiae	-	2UY5,2UY4,4TXE,2UY3	Substrate only
3.2.1.14	P48827	Trichoderma harzianum	-	6EPB,6YN4	Substrate only
3.2.1.14	Q54276	Serratia marcescens	-	1UR9,1W1V,1W1Y,1W1T,1E6Z,1W1P,1E6R	Substrate only
3.2.1.14	Q9BZP6	Homo sapiens	-	3FY1,3RM8,3RME,3RM4,3RM9,2YBT,2YBU	Substrate only
3.2.1.140	B3TLD6	Bifidobacterium bifidum	-	5BXR,4JAW,5BXT,5BXS	Substrate only
3.2.1.142	O48541	Hordeum vulgare	-	4AIO,2Y5E	Substrate only
3.2.1.143	Q9RZM4	Deinococcus radiodurans	-	5ZDB,5ZDC,5ZDF,5ZDG,5ZDD,5ZDE	Substrate only
3.2.1.147	P37702	Arabidopsis thaliana	-	7Z1I	Substrate only
3.2.1.149	Q7X9A9	Camellia sinensis	-	3WQ5,3WQ6,3WQ4	Substrate only
3.2.1.15	P79074	Chondrostereum purpureum	1K5C,1KCC,1KCD	-	Substrate only
3.2.1.151	A0A1R0YRH0	Paenibacillus odorifer	-	6MGL,6MGJ,6MGK	Substrate only
3.2.1.151	B3PKK9	Cellvibrio japonicus	-	5FKT,5FKQ,5FKS,5FKR	Substrate only
3.2.1.151	D2K7Z0	uncultured bacterium	-	4W88,4W84,4W85,4W86	Substrate only
3.2.1.156	A0A0S2UQQ5	Paenibacillus barcinonensis	-	6SUD,6SHY,6SRD,6TPP	Substrate only
3.2.1.165	Q6LUT2	Photobacterium profundum	-	5DGR	Substrate only
3.2.1.166	Q9Y251	Homo sapiens	-	7PR7,5L9Z,5E97,5E98,7PR8,7PRT,5E9C,5E8M,8E07,5E9B,5L9Y,5LA4,8E08,5LA7,7YJC,7YI7	Substrate only
3.2.1.169	O60502	Homo sapiens	5UN8,2YDQ	5M7U,5M7S,5UN9,5M7T,5VVU,5VVT,5VVV,6PM9,5VVX,5UHL,5UHO,7YEH	Substrate only
3.2.1.169	Q0TR53	Clostridium perfringens	2J1A,2X0Y,2YDS,2YDQ,2YDR	2VUR,2CBI,2J62,2J7M,7KHV,2WB5,2CBJ,2XPK,2J1E,4ZXL,5OXD,6RHE	Substrate only
3.2.1.176	A0A088T0J9	Geotrichum candidum	4ZZV,4ZZU,4ZZW,4ZZT,5AMP	-	Substrate only
3.2.1.176	F0ZJZ1	Dictyostelium purpureum	-	4ZZP	Substrate only
3.2.1.176	F1CYZ0	Talaromyces funiculosus	-	4XEB	Substrate only
3.2.1.176	G0RVK1	Trichoderma reesei	5TC9	6RWF	Substrate only
3.2.1.176	G2Q665	Thermothelomyces thermophilus	5W11	-	Substrate only
3.2.1.176	P07987	Trichoderma reesei	-	4I5U,4I5R,4AU0,4AX7,1QJW,1CB2,1QK2,1HGW,1QK0,1HGY,4AX6	Substrate only
3.2.1.176	Q55FE6	Dictyostelium discoideum	-	4ZZQ	Substrate only
3.2.1.176	Q8J0K6	Melanocarpus albomyces	-	2RFW,2RFY,2RFZ,2RG0	Substrate only
3.2.1.176	Q8TFL9	Rasamsonia emersonii	1Q9H	3PFZ,3PL3,3PFX,3PFJ	Substrate only
3.2.1.176	Q9P8P3	Trichoderma harzianum	2YOK,2Y9N	-	Substrate only
3.2.1.177	B3PBD9	Cellvibrio japonicus	2XVK,2XVG	2XVL	Substrate only
3.2.1.177	P31434	Escherichia coli	-	2F2H,1XSJ,1XSI,1XSK,1WE5	Substrate only
3.2.1.179	Q9RC92	Bacillus sp. (in: Bacteria)	-	1VD5	Substrate only
3.2.1.18	C3W6G3	influenza A virus H1N1	-	5NZ4,5NZE,5NZN,5NZF,6G02,5NWE	Substrate only
3.2.1.18	C7FH46	influenza A virus H1N1	4B7R,4B7Q	7U2Q,7U2T	Substrate only
3.2.1.18	Q02834	Micromonospora viridifaciens	1EUS,1EUU	4J9T,1W8O,2BER,2BZD,1W8N,1WCQ	Substrate only
3.2.1.18	Q8AAK9	Bacteroides thetaiotaomicron	-	4BBW	Substrate only
3.2.1.180	C6Y1N7	Pedobacter heparinus	-	3WIW	Substrate only
3.2.1.180	Q8E372	Streptococcus agalactiae	-	3WUX,3ANK	Substrate only
3.2.1.182	Q1XH05	Triticum aestivum	-	3AIQ,3AIR,3AIS	Substrate only
3.2.1.183	Q9Y223	Homo sapiens	-	2YHW,2YHY,2YI1,4ZHT,3EO3	Substrate only
3.2.1.185	E8MGH8	Bifidobacterium longum	-	7DIF,3WKX,7EXW,3WRG,3WRF,7BZL,7EXU,7EXV	Substrate only
3.2.1.199	P32138	Escherichia coli	-	5AEE,5AEG,5OHT	Substrate only
3.2.1.2	P10538	Glycine max	-	1WDR,1WDS,1BTC	Substrate only
3.2.1.2	P36924	Bacillus cereus	1J11,1J0Y,1J12	1J18,1VEN,1ITC,1VEO	Substrate only
3.2.1.20	O33830	Thermotoga maritima	-	1OBB	Substrate+Cofactor
3.2.1.20	P0CD66	Saccharolobus solfataricus	-	2G3N	Substrate only
3.2.1.204	D2PPM7	Kribbella flavida	-	5X3J,5X3K	Substrate only
3.2.1.205	D2PPM8	Kribbella flavida	-	5Z3E,5Z3F,5Z3B,5Z3D,5Z3A,7C25,7C24,7C26,7C27	Substrate only
3.2.1.209	Q9UKM7	Homo sapiens	-	1X9D,5KIJ,5KK7,1FO3,1FO2	Substrate only
3.2.1.21	A0A1E1FFN6	uncultured microorganism	7WDN	7WDS,7WDV,7WDR,7WDO,7WDP	Substrate only
3.2.1.21	B8CYA8	Halothermothrix orenii	-	4PTX,4PTV,4PTW	Substrate only
3.2.1.21	O61594	Spodoptera frugiperda	-	5CG0	Substrate only
3.2.1.21	P49235	Zea mays	1H49	1V08,1E55,1E4N,1E56,1E1F	Substrate only
3.2.1.21	Q0GC07	Thermotoga neapolitana	-	2X41,2X42	Substrate only
3.2.1.21	Q25BW5	Phanerodontia chrysosporium	-	2E40	Substrate only
3.2.1.21	Q75I93	Oryza sativa	-	2RGM,3SCS,3AHV,3SCO,3SCQ,7BZM	Substrate only
3.2.1.21	Q8L7J2	Oryza sativa	-	3GNP,3GNR,3GNO,3WBA,3WBE	Substrate only
3.2.1.21	Q8TGI8	Rasamsonia emersonii	-	5JU6	Substrate only
3.2.1.21	Q92AS9	Listeria innocua Clip11262	-	4ZOC,4ZO9,4ZO6,4ZO7,4ZO8,4ZOD,4ZOA,4ZOB	Substrate only
3.2.1.21	Q9H227	Homo sapiens	-	2E9L,2E9M,2ZOX,3VKK	Substrate only
3.2.1.216	A5FBJ5	Flavobacterium johnsoniae	-	7FE4,7FE3,8IUC	Substrate only
3.2.1.22	G4FEF4	Thermotoga maritima	6GVD,6GX8,5M12,6GWF,6GWG,6GTA	5M1I,5M16,1ZY9	Substrate only
3.2.1.22	P04824	Saccharomyces cerevisiae	-	3LRK,3LRL,3LRM	Substrate only
3.2.1.22	Q9ALJ4	Geobacillus stearothermophilus	-	4FNS	Substrate only
3.2.1.23	P00722	Escherichia coli	6CVM,5A1A	1JZ8,1JZ7,1JYW,1PX4,1PX3,4TTG,1DP0,3T09,1JYX,1JYV,1JZ3,3DYP,1JYN,1JZ5,3DYO,3T2O,3MUZ,3T0A,3T0D,3T08,3IAP,3VD4,3VD9,3VDB,3CZJ,3SEP,3DYM,3I3E,1JZ6,1JZ4,4DUV,1JZ2,4DUW,3MV1,3MV0,3I3B,6TTE,3I3D,4DUX,6TSH,6TSK,3T2Q,3T0B,3VDA,3MUY,3VDC,3T2P,7BRS,3IAQ,7BTK,3VD5,3VD3,6KUZ,3VD7,3E1F	Substrate only
3.2.1.23	P00723	Kluyveromyces marxianus	-	3OBA,3OB8	Substrate only
3.2.1.23	P22498	Saccharolobus solfataricus	-	4EAM,4EAN,5IXE,1UWS,1UWT,1UWU,2CEQ,1UWR,5I3D,2CER	Substrate only
3.2.1.23	Q2UCU3	Aspergillus oryzae	-	4IUG	Substrate only
3.2.1.26	Q8YWS9	Nostoc sp. PCC 7120 = FACHB-418	-	5GOO,5GOP,5GOQ	Substrate only
3.2.1.26	Q8YYM9	Nostoc sp. PCC 7120 = FACHB-418	-	5Z73,5Z74	Substrate only
3.2.1.28	P13482	Escherichia coli	-	2JG0,2JJB,2WYN,2JF4	Substrate only
3.2.1.3	P69327	Aspergillus awamori	1GAI,1GAH	3GLY,1AGM,1DOG,1GLM	Substrate only
3.2.1.31	A7XS03	Talaromyces purpureogenus	-	5C71	Substrate only
3.2.1.32	D5MP61	Vibrio sp.	-	3VPL	Substrate only
3.2.1.37	A0A023J5W7	Aspergillus niger	-	7XTJ	Substrate only
3.2.1.37	A2ICH1	Thermoanaerobacterium saccharolyticum	-	3VSV,3VST	Substrate only
3.2.1.37	Q2I2N4	Geobacillus thermoleovorans	-	5Z5I,5Z5H,5Z5F	Substrate only
3.2.1.39	G9M5R4	Lentinula edodes	-	6UB6,6UB5,6UB4,6UB3	Substrate only
3.2.1.4	A0A1U7Q1U3	Talaromyces verruculosus	5I6S,6YON	6TPC,5L9C,6T9F,6T9G	Substrate only
3.2.1.4	D4P8C6	Bacillus sp. (in: Bacteria)	-	5E09	Substrate only
3.2.1.4	O58925	Pyrococcus horikoshii	-	3VVG	Substrate only
3.2.1.4	P07981	Trichoderma reesei	-	1EG1	Substrate only
3.2.1.4	P19487	Xanthomonas campestris pv. campestris	4TUF	-	Substrate only
3.2.1.4	P26221	Thermobifida fusca	3TF4	1JS4	Substrate only
3.2.1.4	P37651	Escherichia coli	-	3QXF	Substrate only
3.2.1.4	P62694	Trichoderma reesei	2V3I,7NYT,4UWT,4D5I,4D5J,4P1H,4D5O,2V3R,4D5V,4D5Q,4V0Z,1Q2E,6GRN,4D5P,1DY4,4P1J	4C4D,4C4C,7OC8,1Q2B,1EGN,6CEL,1CEL,5CEL,7CEL,3CEL,2CEL,5OA5,4CEL	Substrate only
3.2.1.4	Q60032	Thermotoga maritima	-	3AMQ	Substrate only
3.2.1.4	Q9AJS0	Alicyclobacillus acidocaldarius	-	3RX5,3RX7,3H3K,3RX8,3H2W	Substrate only
3.2.1.4	Q9V2T0	Pyrococcus furiosus	-	3VGI,3WR0,3WQ0,3WQ1,3WXP,3WY6	Substrate only
3.2.1.40	B5YC64	Dictyoglomus thermophilum	-	6I60	Substrate only
3.2.1.40	F6IEX3	Novosphingobium sp. PP1Y	-	6Q2F	Substrate only
3.2.1.40	I0AZ41	Aspergillus terreus	-	6GSZ	Substrate only
3.2.1.40	Q8A916	Bacteroides thetaiotaomicron	-	3CIH	Substrate only
3.2.1.45	F6BL85	Thermoanaerobacterium xylanolyticum	5BVU,5BX2,5BX4,5BX5,5BX3	5O0S,5NPF,8I5U,8I5S,8I5T,8I5R,7DKT,7W2W,7W2V,7W2S,5OST,7W2T	Substrate only
3.2.1.45	P04062	Homo sapiens	2V3D,2V3E,2VT0,2WKL	6Q6N,2NT0,6Q6L,3GXI,6T13,6Q6K,2V3F,1OGS,6MOZ,2NSX,5LVX,3GXM,2NT1,2WCG,2XWE,3RIL,1Y7V,3GXF,3RIK,3GXD,2F61,6Q1N,2XWD,3KE0,6Q1P,3KEH,2J25	Substrate only
3.2.1.48	Q6UVM5	Xanthomonas axonopodis	-	3CZG,3CZE,3CZL	Substrate only
3.2.1.49	P17050	Homo sapiens	-	4DO4,4DO5,4DO6,3H55,3H53,3IGU,3H54	Substrate only
3.2.1.50	A0A0H2YU91	Clostridium perfringens	-	4A3Z,7MFL,2VCA,7MFK,2VCB,2VC9	Substrate only
3.2.1.50	Q8XM24	Clostridium perfringens	-	4A41,4A42,4A44,4AAX	Substrate only
3.2.1.51	A0A0H2YQB3	Clostridium perfringens	-	2VMI,2VMG	Substrate only
3.2.1.51	P04066	Homo sapiens	-	7PLS,7PM4	Substrate only
3.2.1.52	P06865	Homo sapiens	2GJX,2GK1	-	Substrate only
3.2.1.52	Q06GJ0	Ostrinia furnacalis	-	3OZO,3OZP,3WMC,5Y1B,3S6T,5Y0V,3VTR,3WMB	Substrate only
3.2.1.52	Q8DRL6	Streptococcus pneumoniae	-	3RPM	Substrate only
3.2.1.55	A3DEX4	Acetivibrio thermocellus	-	5A8C	Substrate only
3.2.1.55	E2GHW5	Podospora anserina	-	4N4B,4N2Z	Substrate only
3.2.1.55	O54161	Streptomyces coelicolor	-	3WMY,3WMZ,3WN0,3WN1,3WN2	Substrate only
3.2.1.55	O69262	Thermobacillus xylanilyticus	-	6ZT7,6ZT9,2VRK,6ZT6,6ZT8	Substrate only
3.2.1.55	Q5AUX2	Aspergillus nidulans	-	3WMY	Apo only
3.2.1.55	Q9XBQ3	Geobacillus stearothermophilus	-	1QW9,6SXV,1PZ2	Substrate only
3.2.1.58	P29717	Candida albicans	-	4M82,2PC8,1EQC,4M81,2PB1	Substrate only
3.2.1.73	A0A088BCU2	Paenibacillus sp. X4	-	5XD0	Substrate only
3.2.1.73	P04957	Bacillus subtilis	-	3O5S	Substrate only
3.2.1.73	P17989	Fibrobacter succinogenes	-	3H0O,3AXD,3AXE,3HR9,1MVE,1ZM1	Substrate only
3.2.1.73	Q9X274	Thermotoga maritima	-	7EFZ,7EC9,1VJZ	Substrate only
3.2.1.76	P35475	Homo sapiens	6I6R,6I6X	4MJ2,4MJ4,4OBS,3W81,4KH2,4OBR,4KGL,3W82,4KGJ	Substrate only
3.2.1.78	Q8WPJ2	Mytilus edulis	-	1QNP	Apo only
3.2.1.78	Q99036	Trichoderma reesei	-	1QNR,1QNP,1QNS,1QNQ,1QNO	Substrate only
3.2.1.8	B2LWN3	uncultured bacterium	-	2VUL	Substrate only
3.2.1.8	F7YXD6	Pseudothermotoga thermarum	-	7NL2	Substrate only
3.2.1.8	O43097	Thermomyces lanuginosus	1YNA	-	Substrate only
3.2.1.8	P09850	Niallia circulans	7XN9	7XNA,7VUG,7VUH,7VUI,7VUJ	Substrate only
3.2.1.8	P18429	Bacillus subtilis	-	5TVY,2DCY,5TZO,1XXN,2QZ3,2DCZ,2B45,5K9Y	Substrate only
3.2.1.8	Q8RJN8	Pseudoalteromonas haloplanktis	-	1H12	Substrate only
3.2.1.8	Q9HFH0	Talaromyces funiculosus	-	1TE1	Substrate only
3.2.1.8	X0M5X0	Fusarium oxysporum f. sp. vasinfectum	-	5JRN	Substrate only
3.2.1.83	P43478	Pseudoalteromonas carrageenovora	1DYP	5OCQ	Substrate only
3.2.1.86	Q99YP9	Streptococcus pyogenes	-	5FOO	Substrate only
3.2.1.86	Q9X108	Thermotoga maritima	-	1UP7,1UP6	Substrate+Cofactor
3.2.1.91	P07986	Cellulomonas fimi	-	3CUF,3CUG,1FH7,3CUH,1FHD,1FH8,1J01,6QFS	Substrate only
3.2.1.93	Q65MI2	Bacillus licheniformis	-	5BRP	Substrate only
3.2.1.94	Q7WSN5	Arthrobacter globiformis	5AWO,5AWQ,5AWP	-	Substrate only
3.2.1.96	Q93HW0	Streptococcus pneumoniae	-	2W91,2W92	Substrate only
3.2.1.97	G5ELM1	Bifidobacterium bifidum	-	5WZN,5WZR	Substrate only
3.2.1.97	Q8DR60	Streptococcus pneumoniae R6	-	3ECQ	Substrate only
3.2.1.99	P42293	Bacillus subtilis	-	2X8S,2X8T,2X8F,4COT	Substrate only
3.2.2.1	B6T563	Zea mays	-	6ZK5	Substrate only
3.2.2.1	Q57ZL6	Trypanosoma brucei brucei	-	4I71,4I74,4I75,4I72,4I73	Substrate only
3.2.2.1	Q97WH6	Saccharolobus solfataricus	-	3T8I	Substrate only
3.2.2.1	Q9GPQ4	Trypanosoma vivax	-	3EPW,3B9G,1KIC,3EPX,1KIE,2FF1,1HP0,2FF2,1R4F	Substrate only
3.2.2.1	Q9XWN7	Caenorhabditis elegans	-	5MJ7	Substrate only
3.2.2.16	A5F5R2	Vibrio cholerae	-	4WKB,4X24	Substrate only
3.2.2.16	P0AF12	Escherichia coli	1Z5P	4WKC,3O4V,4YML,1JYS,1Z5O,1NC1,1Z5N,1Y6Q,1Y6R,1NC3	Substrate only
3.2.2.16	P0AF14	Escherichia coli	-	3DF9	Substrate only
3.2.2.16	Q8DQ16	Streptococcus pneumoniae	-	1ZOS	Substrate only
3.2.2.16	Q99TQ0	Staphylococcus aureus	-	3BL6	Substrate only
3.2.2.16	Q9ZMY2	Helicobacter pylori	-	4OY3,5KB3,6DYW,4OJT,4WKP,6DYU,3NM6,6DYY,6DYV,4P54,3NM4,3NM5,4FFS,4WKO,4WKN,4YNB,4YO8,5CCD,5CCE,5JPC,5K1Z	Substrate only
3.2.2.23	O15527	Homo sapiens	-	1M3Q,1EBM,1LWW,1LWV,1HU0,6W0R,6W0M,1N3C	Substrate only
3.2.2.26	Q0PC20	Campylobacter jejuni subsp. jejuni	-	6AYM,6AYQ,6AYO,6AYS,6AYT,6AYR	Substrate only
3.2.2.27	P13051	Homo sapiens	1EMJ	3FCI,2HXM,3TKB,3FCK,3FCL,6VBA,3FCF,1SSP,4SKN	Substrate only
3.2.2.27	Q5SKC5	Thermus thermophilus	-	1UI0,1UI1	Substrate only
3.2.2.27	Q9KPK8	Vibrio cholerae	-	1Q3F	Apo only
3.2.2.27	Q9RWH9	Deinococcus radiodurans	2BOO	3UFM	Substrate only
3.2.2.29	Q13569	Homo sapiens	-	4Z47,6U17,6U16,4XEG,4Z7Z,4Z7B,6U15,5CYS,4FNC	Substrate only
3.2.2.6	Q9TTF5	Bos taurus	3KOU	3GHH,3P5S	Substrate only
3.2.2.8	A4H9Q9	Leishmania braziliensis	-	5TSQ	Substrate only
3.2.2.8	P33022	Escherichia coli	-	3B9X	Substrate only
3.2.2.8	Q97ZS5	Saccharolobus solfataricus	-	5TSQ	Apo only
3.2.2.9	O24915	Helicobacter pylori	-	4BMX,4BMZ	Substrate only
3.3.2.10	G0R7E2	Trichoderma reesei	-	5URO,6N5H,6N5F,6N3K,6N3Z,6N5G	Substrate only
3.3.2.6	P09960	Homo sapiens	6ENC,6END	3U9W,8AVA,8AWH,3B7S,5NI2,5NI6,3FUN,4MKT,3FH5,4L2L,4R7L,3FH8,3FTV,4MS6,7AV1,3FU0,3CHO,2VJ8,3FUH,3B7R,6ENB,3FTW,5AEN,2R59,5NI4,7AV0,3B7U,3FTU,3FUJ,7AUZ,4RSY,4RVB,3FUK,1HS6,7AV2,3FTX,3FU3,3FTZ,4DPR,5BPP,5FWQ,3FU6,3FH7,3CHQ,1H19,3CHP,3FUM,3FTY,3FHE,1GW6,3FUD,3CHR,3FUI,1SQM,3FU5,3B7T,5N3W,3FTS,3FUE,3FUL,3CHS,3FUF,6O5H,7LLQ,7KZE	Substrate only
3.3.2.6	Q6IP81	Xenopus laevis	-	4GAA	Substrate only
3.3.2.8	Q9ZAG3	Rhodococcus erythropolis	1NWW	4R9K,5JPU,4XBT,1NU3,4R9L,7XEF,7XEE,7VWM,5GKW,7VWD,4XDV,5YQT,4XBY,7VX2,5YNG,5CK6,5YAO,5CLK	Substrate only
3.4.11.1	P00727	Bos taurus	1LAM,1LCP,2J9A,2EWB,1LAN	1BLL	Substrate only
3.4.11.1	Q8IL11	Plasmodium falciparum	-	8EZ4,3KR4,3T8W,4K3N,3KQX,7SRV,7T3V,3KQZ,7RIE,4R76,3KR5,4R6T,4X2T,4R7M	Substrate only
3.4.11.10	Q01693	Vibrio proteolyticus	1LOK,3VH9,1CP6,1TXR,1XRY,1FT7,1IGB	1RTQ,3B35,3B3T,3B3S,3B3V,3B3C,3B7I,3B3W,3FH4,2PRQ	Substrate only
3.4.11.15	Q8TZW4	Pyrococcus furiosus	-	4X8I	Substrate only
3.4.11.18	P0AE18	Escherichia coli	1C24,1C22,1C21,1C27,3MAT,1C23	2GGC,2GG2,2GG9,2GG7,2GG0,4Z7M,2GG3,1XNZ,2P9A,2Q96,2Q93,1YVM,2GU5,2EVC,2Q94,2Q95,2BB7,2EVO,2EVM,2GU6,2P98,2P99,2GU4,2GG8,2Q92,2GTX,2GG5,2GGB,3D27	Substrate only
3.4.11.18	P53582	Homo sapiens	-	2GZ5,6LZB,4IKU,6LZC,4FLK,4FLL,2B3L,2NQ6,4FLI,4U6J,4U69,4IKT,2NQ7,5YR5,4U70,5YKP,4IKS,4FLJ,5YR6,4IKR,4U71,4U73,4U6Z,5YR4,4U6W,4U1B,2G6P,4IU6,4U6E,4U6C,4U75,5YR7,4HXX	Substrate only
3.4.11.18	P9WK19	Mycobacterium tuberculosis	-	3PKA,3PKB,3IU7,3PKC,3PKD,1YJ3,3PKE,3IU9,3IU8,3ROR,4IDY,4IEC,4IF7	Substrate only
3.4.11.24	P80561	Streptomyces griseus	1TKJ,1XBU,1TKF,1TKH,1TF8,1TF9,1QQ9,1F2O,1XJO,1F2P	-	Substrate only
3.4.11.25	Q52VH2	Sphingosinicella xenopeptidilytica	-	3NDV,3N33,3NFB	Substrate only
3.4.11.26	P40051	Saccharomyces cerevisiae	-	6A9T,6A9U,6A9V	Substrate only
3.4.11.5	O32449	Serratia marcescens	-	1WM1,1X2B,1X2E	Substrate only
3.4.11.6	Q6P179	Homo sapiens	-	6EA4,5AB0,7PFS,5AB2,4JBS,5J6S,5K1V,7P7P,5CU5,3SE6,7NSK,7NUP,7SH0,4E36	Substrate only
3.4.11.9	P15034	Escherichia coli	2V3Z,2V3Y,2V3X,1W7V,1A16,2BN7,2BHA,2BH3,2BHD	2BWX,2BWV,2BWS,1WL9,1WL6,1WLR,2BWU,1N51,1WBQ,2BWY,2BHC,1W2M,2BHB,2BWW,2BWT	Substrate only
3.4.11.9	Q9NQW7	Homo sapiens	-	3CTZ	Substrate only
3.4.11.9	Q9RUY4	Deinococcus radiodurans	-	5CDL	Substrate only
3.4.13.20	Q96KN2	Homo sapiens	-	3DLJ	Substrate only
3.4.13.9	Q8P839	Xanthomonas campestris pv. campestris	-	5FCF,5FCH,5CIK	Substrate only
3.4.14.1	P53634	Homo sapiens	-	4OEL,4OEM,3PDF,2DJF,2DJG,1K3B,4CDF,4CDD,4CDC,4CDE	Substrate only
3.4.14.10	Q9V6K1	Drosophila melanogaster	-	3LXU	Substrate only
3.4.14.12	Q7MUW6	Porphyromonas gingivalis	-	2Z3Z,2EEP,2DCM	Substrate only
3.4.14.2	Q9UHL4	Homo sapiens	-	4EBB,3JYH,3N0T	Substrate only
3.4.14.4	H1XW48	Caldithrix abyssi	-	6EOM	Substrate only
3.4.14.4	Q08225	Saccharomyces cerevisiae	5EHH	-	Apo only
3.4.14.4	Q9NY33	Homo sapiens	5EHH,7OUP	-	Substrate only
3.4.14.5	P27487	Homo sapiens	5I7U,3BJM,3KWF,3H0C,3OC0,1W1I,2BGN	4A5S,4N8D,5T4B,5T4E,6B1E,5T4F,1PFQ,4PNZ,6B1O,3HAC,2BGR,1TK3,3EIO,3D4L,5ISM,3SWW,2G63,3C45,1NU6,3VJM,1R9M,3HAB,2QT9,2OGZ,1X70,2IIV,1RWQ,1U8E,1WCY,2P8S,2QJR,3QBJ,5KBY,2QTB,3G0B,2QOE,2G5T,2OAG,3C43,4N8E,1R9N,3NOX,2HHA,4JH0,2IIT,3W2T,3G0D,3VJL,2OLE,2FJP,2G5P,2I03,2OPH,3Q0T,4LKO,3F8S,3G0G,3VJK,3CCB,2AJL,1NU8,2I78,1N1M,5Y7K,5Y7J,2ONC,4QZV,3SX4,2RGU,1J2E,5T4H,2BUB,3G0C,1TKR,4KR0,3CCC,3OPM,3O9V,5J3J,2JID,3KWJ,2OQV,2OQI,3WQH,3O95,2RIP,4G1F,4DTC,5ZID,5Y7H,4L72,2QKY,4DSZ,4J3J,4PV7,4DSA,3Q8W	Substrate only
3.4.14.5	Q6F3I7	Pseudoxanthomonas mexicana	-	5YP4,5YP2,5YP3	Substrate only
3.4.14.9	O14773	Homo sapiens	-	3EDY,3EE6	Substrate only
3.4.15.1	P12821	Homo sapiens	5AMB,5AMC,5AMA,5AM9,4UFB,4UFA,5AM8,2XYD,7Q4E,7Q4D,7Q4C,7Q3Y	6H5W,7Q27,6F9T,7Q29,7Q25,7Q28,6F9V,6TT3,7Q26,7Z6Z,6EN5,6EN6,6TT1,6QS1,4C2O,6TT4,6H5X,1UZE,4BZR,4CA5,6ZPQ,7Z70,6F9R,6F9U,4CA6,2XY9,4APH,3NXQ,4C2P,7Q24,1O86,6ZPU,1O8A,1UZF,2IUL,4BZS,3BKK,3BKL,4BXK,2OC2,4C2R,3L3N,4C2Q,2YDM,4C2N,4APJ,6ZPT,2IUX,2C6N,2C6F,7Q49	Substrate only
3.4.15.5	P24171	Escherichia coli	-	1Y79	Substrate only
3.4.15.6	P73832	Synechocystis sp. PCC 6803	-	7UQW	Substrate only
3.4.16.4	P15555	Streptomyces sp.	1YQS,1PWG,1PWC,1MPL,1SCW,1SDE,1HVB,1PW1,1PWD,1IKI,1PW8,1CEG,1IKG,1CEF	-	Substrate only
3.4.16.4	P24228	Escherichia coli K-12	-	2EX6,2EX8,2EX9,2EXA,2EXB	Substrate only
3.4.16.4	P39045	Actinomadura sp.	3ZVW,4BEN,2WKE,4B4Z,2VGK,2VGJ,2XDM,2XLN,1W8Y,2Y59,2Y55,3ZCZ,4B4X,2Y4A,2XK1,3ZVT	-	Substrate only
3.4.16.5	P10619	Homo sapiens	4CI9,4CIB,4CIA,4AZ3,4AZ0,6WIA	1IVY,4MWS,4MWT	Substrate only
3.4.17.11	P06621	Pseudomonas sp. RS-16	-	6XJ5	Substrate only
3.4.17.13	Q2G8F3	Novosphingobium aromaticivorans	-	3G23	Substrate only
3.4.17.18	P29068	Thermoactinomyces vulgaris	-	4IAV,4F8Z,4GM5,4IK2,4DJL,4DUK,3V7Z,7Q87,6F6Q,6F75,6F79,6GO2,6TNK,6T9Y,6SN6,7ARU,6Z28	Substrate only
3.4.17.19	Q6ZXC0	Trypanosoma cruzi	-	3DWC	Substrate only
3.4.17.20	Q2KIG3	Bos taurus	3DGV	-	Substrate only
3.4.17.21	Q04609	Homo sapiens	7BFZ,6H7Z,6RTI	5O5T,5OF0,3BI1,6FE5,5O5U,3D7F,3D7H,6SGP,6SKH,2XEF,2XEG,3RBU,3BHX,6EZ9,2OR4,4NGP,6F5L,4NGN,2OOT,4W9Y,4MCR,4MCP,5O5R,4P4D,3SJG,3SJF,4OC2,3SJX,4OC4,4P4J,3BI0,4P4E,6ETY,4NGS,3D7D,2XEI,4OC5,3SJE,3BXM,2PVW,4JYW,4P44,3D7G,4OC1,6S1X,4LQG,6RBC,2XEJ,4OME,4OC3,5D29,5ELY,6H7Y,4MCS,4JZ0,4NGM,4OC0,5F09,4P4F,4X3R,4P45,4P4I,4NGR,4P4B,4MCQ,2C6C,4NGQ,6HKJ,6HKZ,2PVV,2JBJ,2C6G,3IWW,4NGT,2C6P,2CIJ,2JBK,1Z8L	Substrate only
