EC_number	UniProt_ID	Organism_name	Substrate_only	Cofactor_only	Substrate+Cofactor	Apo_structures
3.1.1.23	P82597	Bacillus sp. (in: Bacteria)	4KE6_A,3RLI_A,3RM3_A,4KE9_A,4KE9_B,4KE9_C,4KE9_D,4KE8_A,4KE8_B,4KE8_C,4KE8_D,4KE7_A,4KE7_B	-	-	4KE6_B,4KE6_C,4KE6_D,4KE6_E,4KE6_F,4KEA_A,4KEA_B,4KEA_C,4KEA_D,4KEA_E,4KEA_F,4LHE_A,4LHE_B
3.1.1.23	Q99685	Homo sapiens	3JWE_A,3JWE_B,3PE6_A,4UUQ_A,4UUQ_B,7PRM_A,7ZPG_A,7L50_A,7L50_B,7L50_C,7L50_D,3JW8_A,3JW8_B,6AX1_A,6AX1_B,5ZUN_A,6BQ0_A,6BQ0_B,7L4U_A,7L4U_B,7L4T_A,7L4W_A,7L4W_B	-	-	7L4T_B,3HJU_A,3HJU_B
3.1.1.25	Q97VT7	Saccharolobus solfataricus	4KEV_A,4KEV_B,4KEV_C,4KEV_D,4KER_A,4KER_B,4KER_C,4KER_D,5VRK_A,5VRK_B,5W3W_A,5W3W_B,5W3W_C,5W3W_D,5VSA_A,5VSA_B,5VSA_C,5VSA_D,5W3U_A,5W3U_B,5W3U_C,5W3U_D,4KES_A,4KES_B,4KES_C,4KES_D,3UF9_A,3UF9_B,3UF9_C,3UF9_D,4KEU_A,4KEU_B,4KEU_C,4KEU_D,4KF1_A,4KF1_B,4KF1_C,4KF1_D,5VRI_A,5VRI_B,5VRI_C,5VRI_D,2VC7_A,2VC7_B,2VC7_C,2VC7_D,4KEZ_A,4KEZ_B,4KEZ_C,4KEZ_D,5W3Z_A,5W3Z_B,5W3Z_C,5W3Z_D,4KET_A,4KET_B,4KET_C,4KET_D,2VC5_A,2VC5_B,2VC5_C,2VC5_D	-	-	-
3.1.1.29	P0A7D1	Escherichia coli	-	-	-	2PTH_A,3VJR_A,3VJR_B,3VJR_C,3VJR_D
3.1.1.29	Q9Y3E5	Homo sapiens	-	-	-	1Q7S_A,1Q7S_B
3.1.1.32	K0J3J2	Streptomyces albidoflavus	4HYQ_A	-	-	-
3.1.1.41	Q9WXT2	Thermotoga maritima	3M83_A,3M83_B,3M83_C,3M83_D,3M83_E,3M83_F,3M82_A,3M82_B,3M82_C,3M82_D,3M82_E,3M82_F,5JIB_A,5JIB_B,5JIB_C,5JIB_D,5JIB_E,5JIB_F,1VLQ_A,1VLQ_B,1VLQ_C,1VLQ_D,1VLQ_E,1VLQ_F,1VLQ_G,1VLQ_H,1VLQ_I,1VLQ_J,1VLQ_K,1VLQ_L,3M81_A,3M81_B,3M81_C,3M81_D,3M81_E,3M81_F	-	-	5FDF_A,5FDF_B,5FDF_C,5FDF_D,5FDF_E,5FDF_F,5GMA_A,5GMA_B,5GMA_C,5GMA_D,5GMA_E,5GMA_F,5HFN_A,5HFN_B,5HFN_C,5HFN_D,5HFN_E,5HFN_F
3.1.1.43	Q8VRK8	Acetobacter pasteurianus	2B4K_A,2B4K_B,2B4K_D,1NX9_A,1NX9_B,1NX9_C,1NX9_D	-	-	2B4K_C,2B9V_A,2B9V_B,2B9V_C,2B9V_D,2B9V_E,2B9V_F,2B9V_G,2B9V_H,2B9V_I,2B9V_J,2B9V_K,2B9V_L,2B9V_M,2B9V_N,2B9V_O,2B9V_P,1RYY_A,1RYY_B,1RYY_C,1RYY_D,1RYY_E,1RYY_F,1RYY_G,1RYY_H
3.1.1.45	P0A115	Pseudomonas knackmussii	1DIN_A,4U2C_A	-	-	4U2G_A,4U2F_A,4U2E_A,4U2D_A,4P93_A,4P93_B,4U2B_A
3.1.1.57	O87170	Sphingomonas paucimobilis	4DI9_A,4DI8_A,4DI8_B	-	-	4D8L_A,4DIA_A
3.1.1.59	Q9GPG0	Manduca sexta	2FJ0_A	-	-	-
3.1.1.6	P23872	Escherichia coli	4KRY_A,4KRY_B,4KRY_C,4KRY_D,4KRY_E,4KRY_F,4KRX_A,4KRX_B	-	-	4KRX_C
3.1.1.7	P21836	Mus musculus	6TD2_A,6TD2_B,2WLS_A,2WLS_B,3ZLT_A,3ZLT_B,5EIE_A,5EIE_B,5EIE_C,4A16_A,4A16_B,4A16_C,4A16_D,1J07_A,1J07_B,1J07_C,2JEY_A,2JEY_B,5EIA_A,5EIA_B,2GYW_A,2GYW_B,2GYW_C,2HA4_A,2HA4_B,4B85_A,4B85_B,2JGJ_A,2JGJ_B,3DL7_A,3DL7_B,2XUF_A,2XUF_B,1N5M_A,1N5M_B,1N5M_C,2WHQ_A,2WHQ_B,2HA3_A,2HA3_B,2HA3_C,4B84_A,4B84_B,2HA6_A,2HA6_B,2JGL_A,2JGL_B,1J06_A,1J06_B,1J06_C,2XUJ_A,2XUJ_B,3ZLV_A,3ZLV_B,2WHP_A,2WHP_B,2XUO_A,2XUO_B,2XUP_A,2XUP_B,7R3C_A,7R3C_B,2Y2V_A,2Y2V_B,2HA2_A,2HA2_B,2HA2_C,1Q83_A,1Q83_B,1Q83_C,5FUM_A,5FUM_B,2JGE_A,2JGE_B,2XUK_A,2XUK_B,4B83_A,4B83_B,5EIH_A,5EIH_B,2C0P_A,2C0P_B,2HA7_A,2HA7_B,4A23_A,4A23_B,6FSD_A,6FSD_B,1KU6_A,7QAK_A,7QAK_B,4B7Z_A,4B7Z_B,7R4E_A,7R4E_B,4BC0_A,4BC0_B,4BC0_C,4BC0_D,4BC1_A,4BC1_B,4BC1_C,4BC1_D,2JEZ_A,2JEZ_B,4B80_A,4B80_B,1Q84_A,1Q84_B,5FKJ_A,5FKJ_B,5FKJ_C,5FKJ_D,2JGK_A,2JGK_B,2HA5_A,2HA5_B,2HA5_C,2XUD_A,2XUD_B,2JGF_A,2JGF_B,2XUH_A,2XUH_B,2JGM_A,2JGM_B,7R0A_A,7R0A_B,2WU3_A,2WU3_B,3ZLU_A,3ZLU_B,2C0Q_A,2C0Q_B,2XUG_A,2XUG_B,2XUQ_A,2XUQ_B,3DL4_A,3DL4_B,2GYU_A,2GYU_B,2GYU_C,4BTL_A,4BTL_B,1MAA_A,1MAA_B,1MAA_C,1MAA_D,1MAA_E,2WHR_A,2WHR_B,6FSE_A,6FSE_B,2XUI_A,2XUI_B,2XUI_C,5FPP_A,5FPP_B,5EHZ_A,5EHZ_B,5OV9_A,5OV9_B,2WU4_A,2WU4_B,4B82_A,4B82_B,7R2F_A,7R2F_B,2JGI_A,2JGI_B,5HCU_A,5HCU_B,2GYV_A,2GYV_B,2Y2U_A,2Y2U_B,7R02_A,7R02_B,4ARA_A,4ARA_B,4B81_A,4B81_B,2JF0_A,2JF0_B,7QB4_A,7QB4_B,7QYN_A,7QYN_B,5DTJ_A,5DTJ_B,5EHQ_A,5EHQ_B,5EHQ_C,5EHQ_D,1MAH_A,2H9Y_A,2H9Y_B,2H9Y_C,5EHN_A,5EHN_B,1N5R_A,1N5R_B,1N5R_C,4ARB_A,4ARB_B,2HA0_A,2HA0_B,2HA0_C	-	-	1KU6_B,1C2B_A,1C2O_A,1C2O_B,1C2O_C,1C2O_D,5DTI_A,5DTI_B,1MAH_F
3.1.1.7	P22303	Homo sapiens	6O5S_A,6O5S_B,6NTG_A,6NTG_B,6NTG_C,6NTG_D,6NTG_E,6O50_A,6O50_B,8DT5_A,8DT5_B,6WUV_A,6WUV_B,6WUV_C,6WUV_D,6WUV_E,5HF6_A,5HF6_B,5HF6_C,5HF6_D,6ZWE_A,6ZWE_C,6ZWE_D,6ZWE_E,6NTK_A,6NTK_B,6NTK_C,6NTK_D,6O4W_A,6O4W_B,5HF5_A,5HF5_B,5HF5_C,5HF5_D,1VZJ_A,1VZJ_B,1VZJ_C,1VZJ_D,1VZJ_E,1VZJ_F,1VZJ_G,1VZJ_H,4M0E_A,4M0E_B,4M0E_C,4M0E_D,5HF9_A,5HF9_B,5HF9_C,5HF9_D,6CQZ_A,6CQZ_B,6CQZ_C,6CQZ_D,6WVC_A,6WVC_B,6WVC_C,6WVC_D,5HF8_A,5HF8_B,5HF8_C,5HF8_D,6CQW_A,6CQW_B,6CQW_C,6CQW_D,4EY6_A,4EY6_B,4EY6_C,4EY6_D,7RB7_A,7RB7_B,1F8U_C,6NTO_A,6NTO_B,6NTO_C,6NTO_D,6NTO_E,4EY5_A,4EY5_B,4EY5_C,4EY5_D,6WVQ_A,6WVQ_B,6WVQ_C,6WVQ_D,8AEV_A,8AEV_B,8AEV_C,8AEV_D,8AEV_E,8AEV_F,7E3D_B,7E3D_C,7E3D_D,6CQY_A,6CQY_B,6CQY_C,6CQY_D,6U3P_A,6U3P_B,6WUZ_A,6WUZ_B,6WUZ_C,6WUZ_D,6WUZ_E,4EY8_A,4EY8_C,6WUY_A,6WUY_B,6WUY_C,6WUY_D,6WUY_E,6WVO_A,6WVO_B,6WVO_C,6WVO_D,6O52_A,6O52_B,1B41_A,1B41_C,4M0F_A,4M0F_B,4M0F_C,4M0F_D,6O66_A,6O66_B,7D9P_A,7D9P_B,7D9P_C,7D9P_D,6CQT_A,6CQT_B,6CQT_C,6CQT_D,7RB6_A,7RB6_B,6NTN_A,6NTN_B,6NTN_C,6NTN_D,6NTN_E,4EY7_A,4EY7_B,4EY7_C,4EY7_D,6F25_A,6F25_B,6F25_C,6F25_D,6F25_E,6WV1_A,6WV1_B,6WV1_C,6WV1_D,3LII_C,3LII_D,5HFA_A,5HFA_B,5HFA_C,5HFA_D,5FOQ_A,5FOQ_B,6O69_B,6U37_A,6U37_B,6U34_A,6U34_B,6NTH_A,6NTH_B,6NTH_C,6NTH_D,6NTH_E,7D9Q_A,7D9Q_B,7D9Q_C,7D9Q_D,4BDT_A,4BDT_C,6CQX_A,6CQX_B,6CQX_C,6CQX_D,6CQX_E,5FPQ_A,5FPQ_B,8AEN_A,8AEN_B,8AEN_C,8AEN_D,8AEN_E,8AEN_F,6NEA_A,6NEA_B,6NEA_C,6NEA_D,6O5V_A,6O5V_B,7D9O_A,7D9O_B,7D9O_C,7D9O_D,6WVP_A,6WVP_B,6WVP_C,6WVP_D,6CQU_A,6CQU_B,6CQU_C,6CQU_D,6CQU_E,8DT7_A,8DT7_B,4EY4_A,4EY4_B,4EY4_C,4EY4_D,5HQ3_A,5HQ3_B,6NTM_A,6NTM_B,6NTM_C,6NTM_D,6NTM_E,6O4X_A,6O4X_B,6O5R_A,6O5R_B,6NTL_A,6NTL_B,6NTL_C,6NTL_D,6NTL_E,8DT2_A,8DT2_B,7RB5_A,7XN1_A,7XN1_B,7XN1_C,7XN1_D,8DT4_A,8DT4_B,6CQV_A,6CQV_B,6CQV_C,6CQV_D,6CQV_E,7E3H_A,7E3H_B,7E3H_C,7E3H_D,2X8B_A	-	-	4PQE_A,6ZWE_B,1VZJ_I,1VZJ_J,1F8U_A,1F8U_B,7E3D_A,4EY8_B,1B41_B,3LII_A,3LII_B,6O69_A,4BDT_B,2X8B_B
3.1.1.73	A0A0M4UW33	Streptomyces cinnamoneus	-	-	-	5YAE_A,5YAL_A
3.1.1.73	A0A1D3S5H0	Fusarium oxysporum	6FAT_A,6FAT_B,6FAT_C,6FAT_D,6FAT_E,6FAT_F,6FAT_G,6FAT_H,8BHH_A,8BHH_B,8BHH_C,8BHH_G,8BHH_I,8BHH_E	-	-	-
3.1.1.73	E7DJY5	uncultured bacterium	4ZRS_A,4ZRS_B	-	-	-
3.1.1.73	O42807	Aspergillus niger	2HL6_A,2HL6_B,2HL6_C,2HL6_D,2BJH_A,2BJH_B,2BJH_C,1UZA_A,1UZA_B,1UWC_A,1UWC_B,2IX9_A,2IX9_B,1USW_B	-	-	1USW_A
3.1.1.73	Q3IL66	Pseudoalteromonas haloplanktis	-	-	-	3LS2_A,3LS2_B,3LS2_C,3LS2_D
3.1.1.74	E9LVH8	Thermobifida cellulosilytica	5LUI_A	-	-	-
3.1.1.74	E9LVH9	Thermobifida cellulosilytica	7QJS_A,7QJS_B	-	-	5LUK_A,5LUL_A,5LUL_B,5LUJ_A
3.1.1.74	A0A075B5G4	Humicola insolens	4OYL_A,4OYL_B,4OYL_C	-	-	4OYY_A,4OYY_B,4OYY_C,4OYY_D,4OYY_E,4OYY_F,4OYY_G,4OYY_H,4OYY_I,4OYY_J,4OYY_K,4OYY_L
3.1.1.79	H6BDX1	uncultured bacterium	5HC0_A,5HC4_A,5HC2_A,5HC2_B,5HC2_C,5HC2_D	-	-	5HC3_A,5HC3_B,5HC3_C,5HC3_D,5HC5_A,5HC5_B,5HC5_C,5HC5_D,5HC4_B,5HC4_C,5HC4_D
3.1.1.8	P06276	Homo sapiens	4AXB_A,4AXB_B,4AXB_C,4XII_A,4XII_B,4XII_C,4XII_D,4XII_E,4XII_F,4XII_G,6EYF_A,6ZWI_A,6ZWI_B,6ZWI_C,6ZWI_D,6ZWI_E,6ZWI_F,2PM8_A,2PM8_B,2PM8_C,8CGO_A,8CGO_B,8CGO_C,8CGO_D,8CGO_E,2WSL_A,2WSL_B,2WSL_C,2WSL_D,1P0I_A,1P0I_B,1P0I_C,5DYW_A,5DYW_B,5DYW_C,5DYW_D,5DYW_E,5DYW_F,5DYW_G,5DYW_H,5DYW_I,5DYW_J,5DYW_K,2XMG_A,2XMG_B,2XMG_C,2XMG_D,4TPK_A,4TPK_B,4TPK_C,4TPK_D,4TPK_E,4TPK_F,4TPK_G,4TPK_H,4TPK_I,4TPK_J,1P0Q_A,1P0Q_B,1P0Q_C,7Q1P_A,7Q1P_B,7Q1P_C,7Q1P_D,6QAE_A,6QAE_B,6QAE_C,6QAE_D,7BO4_A,7BO4_B,7BO4_C,7BO4_D,7BO4_E,7BO4_F,6I0C_A,6I0C_B,6I0C_C,6I0C_D,5LKR_A,5LKR_B,5LKR_C,5LKR_D,5LKR_E,5LKR_F,5LKR_G,5LKR_H,5LKR_I,5LKR_J,6RUA_A,6RUA_B,6RUA_C,6RUA_D,6RUA_E,6RUA_F,6RUA_G,6RUA_H,6RUA_I,6RUA_J,6RUA_K,6SAM_A,6SAM_B,6SAM_C,6SAM_D,6SAM_E,6QAA_A,6QAA_B,6QAA_C,6QAA_D,7QBQ_A,7QBQ_B,7QBQ_C,7QBQ_D,7QBQ_E,6ESY_A,6ESY_B,6ESY_C,6ESY_D,6ESY_E,6ESY_F,6ESY_G,6ESY_H,5DYT_A,5DYT_B,5DYT_C,5DYT_D,5DYT_E,5DYT_F,5DYT_G,5DYT_H,5DYT_I,1P0P_A,1P0P_B,1P0P_C,2XQF_A,2XQF_B,2XQF_C,7Q1O_A,7Q1O_B,7Q1O_C,7Q1O_D,7QHE_A,7QHE_B,7QHE_C,6EQP_A,6EQP_B,6EQP_C,6EQP_D,4B0O_A,4B0O_B,4B0O_C,6R6W_A,6R6W_B,6R6W_C,6R6W_D,2WIF_A,2WIF_B,2WIF_C,2WIF_D,3DJY_A,3DJY_B,3DJY_C,3DJY_D,2WID_A,2WID_B,2WID_C,2WID_D,6EQQ_A,6EQQ_B,6EQQ_C,7AMZ_A,7AMZ_B,7AMZ_C,7AMZ_D,7AMZ_E,4B0P_A,4B0P_B,4B0P_C,7AWG_A,7AWG_B,7AWG_C,7AWG_D,7BGC_A,7BGC_B,7BGC_C,7BGC_D,7BGC_E,7QBR_A,7QBR_B,7QBR_C,7QBR_D,7QBR_E,6EP4_A,6EP4_B,6EP4_C,2WIJ_A,2WIJ_B,2WIJ_C,2WIJ_D,6QAC_A,6QAC_B,6QAC_C,6QAC_D,7ZPB_A,7ZPB_B,7ZPB_C,7ZPB_D,7ZPB_E,7ZPB_F,2WIG_A,2WIG_B,2WIG_C,2WIG_D,7AWH_A,7AWH_B,7AWH_C,7AWH_D,4BBZ_A,4BBZ_B,4BBZ_C,4BBZ_D,4BDS_A,4BDS_B,4BDS_C,6EZ2_A,6EZ2_B,6EZ2_C,6XTA_A,6XTA_B,6XTA_C,6XTA_D,6XTA_E,2J4C_A,2J4C_B,2J4C_C,2Y1K_A,2Y1K_B,2XQK_A,2XQK_B,6T9P_A,6T9P_B,6T9P_C,6T9P_D,7AWI_A,7AWI_B,7AWI_C,7AWI_D,2XQI_A,2XQI_B,2XQI_C,1XLV_A,1XLV_B,1XLV_C,2WIL_A,2WIL_B,2WIL_C,2WIL_D,2WIL_E,2WIL_F,6QAB_A,6QAB_B,6QAB_C,6QAB_D,6T9S_A,6T9S_B,6T9S_C,6T9S_D,5DYY_A,5DYY_B,5DYY_C,5DYY_D,5DYY_E,5DYY_F,5DYY_G,5DYY_H,5NN0_A,5NN0_B,5NN0_C,5NN0_D,2XQG_A,2XQG_B,2XQG_C,2XQJ_A,2XQJ_B,2XQJ_C,3O9M_A,3O9M_B,7Q1M_A,7Q1M_B,7Q1M_C,7Q1M_D,2XMB_A,2XMB_B,2XMB_C,2XMB_D,6I0B_A,6I0B_B,6I0B_C,6I0B_D,5K5E_A,5K5E_B,5K5E_C,5K5E_D,5K5E_E,8AI7_F,8AI7_B,8AI7_C,8AI7_D,8AI7_E,7Q1N_A,7Q1N_B,7Q1N_C,7Q1N_D,7Q1N_E,6I2T_B,6I2T_A,6I2T_C,6I2T_D,2XMC_A,2XMC_B,2XMC_C,2XMC_D,2WIK_A,2WIK_B,2WIK_C,2WIK_D,6ESJ_A,6ESJ_B,6ESJ_C,6ESJ_D,6ESJ_E,6ESJ_F,1P0M_A,1P0M_B,1P0M_C,8AM2_A,8AM2_B,8AM2_C,1XLW_A,1XLW_B,1XLW_C,1XLW_D,6QAD_A,6QAD_B,6QAD_C,6QAD_D,7BO3_A,7BO3_B,7BO3_C,7BO3_D,3DKK_A,3DKK_B,3DKK_C,3DKK_D,6R6V_A,6R6V_B,6R6V_C,6R6V_D,7AIY_A,4AQD_A,4AQD_B,4AQD_C,4AQD_D,4AQD_E,4AQD_F,4AQD_G,4AQD_H,4AQD_I,4AQD_J,4AQD_K,6F7Q_A,6F7Q_B,6F7Q_C,6F7Q_D,6F7Q_E,6F7Q_F,6F7Q_G,6F7Q_H,6EMI_A,6EMI_B,7QHD_A,7QHD_B,7QHD_C,7QHD_D,1XLU_A,1XLU_B,1XLU_C,2XMD_A,2XMD_B,2XMD_C,2XMD_D,8AM1_A,8AM1_B,8AM1_C	-	-	6I2T_J,7AIY_B
3.1.1.81	A0A023DFE8	Parageobacillus caldoxylosilyticus	6N9Q_P,6N9Q_D,6N9I_A,6N9I_B,6N9I_C,6N9R_A,6N9R_P,6N9R_X	-	-	-
3.1.1.81	A3FJ64	Bacillus thuringiensis	5EHT_A,4J5H_A	-	-	4J5F_A
3.1.1.81	I7HB71	Chryseobacterium sp. StRB126	4ZO3_A,4ZO3_B	-	-	4ZO2_A,4ZO2_B
3.1.1.81	P0CJ63	Bacillus thuringiensis serovar kurstaki	3DHC_A,5EH9_A,2BR6_A,3DHB_A,3DHA_A,7L5F_A	-	-	2BTN_A,2A7M_A
3.1.1.81	T0BMH6	Alicyclobacillus acidoterrestris	6CGY_A,6CGY_H,6CGY_L,6CH0_C,6CH0_F,6CH0_I,6CGZ_A,6CGZ_B,6CGZ_C	-	-	-
3.1.1.84	Q9L9D7	Rhodococcus sp.	3IDA_A,3I2G_A,7F65_A,1JU3_A,3I2H_A,1L7Q_A,3I2K_A,3I2I_A,1JU4_A,3I2F_A	-	-	3PUH_A,3PUH_B,4P08_A,3PUI_A,1L7R_A,3I2J_A
3.1.1.96	P0A6M4	Escherichia coli	-	-	-	1JKE_A,1JKE_B,1JKE_C,1JKE_D
3.1.11.7	Q7Z2E3	Homo sapiens	6CVT_A,6CVT_B,4NDF_A,4NDF_B,6CVQ_A,6CVQ_B,6CVP_A,6CVP_B,6CVS_A,6CVS_B,4NDI_A,4NDI_B,6CVO_A,6CVO_B,4NDG_A,4NDG_B,6CVR_A,6CVR_B,4NDH_A,4NDH_B	-	-	6CVT_D,6CVT_E,6CVT_G,6CVT_H,3KT9_A,4NDF_D,4NDF_E,4NDF_G,4NDF_H,6CVQ_D,6CVQ_E,6CVQ_G,6CVQ_H,6CVP_D,6CVP_E,6CVP_G,6CVP_H,6CVS_D,6CVS_E,6CVS_G,6CVS_H,4NDI_D,4NDI_E,4NDI_G,4NDI_H,6CVO_D,6CVO_G,6CVO_E,6CVO_H,4NDG_D,4NDG_E,4NDG_G,4NDG_H,6CVR_D,6CVR_E,6CVR_G,6CVR_H,4NDH_D,4NDH_E,4NDH_G,4NDH_H
3.1.13.1	P30850	Escherichia coli	2ID0_A,2ID0_B,2ID0_C,2ID0_D,2IX0_A	-	-	2IX1_A,2IX1_B
3.1.2.12	P40363	Saccharomyces cerevisiae	3C6B_A,4FLM_A,4FLM_B	-	-	4FOL_A,4FOL_B,4FOL_C,4FOL_D,1PV1_A,1PV1_B,1PV1_C,1PV1_D
3.1.2.2	P0ADA1	Escherichia coli	5TID_A,5TIF_A,1V2G_A,1JRL_A,1J00_A,5TIE_A,1U8U_A	-	-	5TIC_A,5TIC_B,1IVN_A,6LFB_A,6LFC_A,6LFC_B,6LFC_C,6LFC_D,6LFC_E,6LFC_F
3.1.2.2	P9WM67	Mycobacterium tuberculosis	3B18_A,2PFC_A	-	-	-
3.1.2.20	P44886	Haemophilus influenzae	3BJK_A,3BJK_B,3BJK_C,3BJK_D,3BJK_E,3BJK_F	1YLI_A,1YLI_B	-	-
3.1.2.20	P77712	Escherichia coli	1NJK_A,1NJK_B,1NJK_C,1NJK_D	-	-	-
3.1.2.20	Q5T1C6	Homo sapiens	-	4GAH_A,4GAH_B	-	4AE8_A,4AE8_B,4AE8_C,4AE8_D
3.1.2.20	Q9NPJ3	Homo sapiens	2F0X_A,2F0X_B,2F0X_C,2F0X_D,2F0X_E,2F0X_F,2F0X_G,2F0X_H	-	3F5O_A,3F5O_B,3F5O_C,3F5O_D,3F5O_E,3F5O_F,3F5O_G,3F5O_H	2H4U_A,2H4U_B,2H4U_C,2H4U_D
3.1.2.23	P56653	Pseudomonas sp.	1BVQ_A	1LO8_A,1LO9_A	1LO7_A	-
3.1.2.23	Q04416	Arthrobacter sp.	3R36_B,3R36_A,3R3A_B,1Q4S_B	3R3C_A,3R3C_B,3R32_A,3R34_B,3R37_A,3R37_B,3R3B_A,3R3B_B,3R3F_A,3R3F_B,3TEA_A,3R35_A,3R35_B,3R3D_A,3R3D_B	1Q4U_A,1Q4T_A,1Q4T_B,3R34_A,3R3A_A,1Q4S_A	1Q4U_B,3R32_B,3TEA_B
3.1.2.25	A0A0M3KL39	Streptococcus pneumoniae	-	4ZRB_E,4ZRB_G,4ZRB_H,4ZRB_F	-	4ZRB_A,4ZRB_B,4ZRB_C,4ZRB_D,4ZRF_A,4ZRF_B
3.1.2.28	P0A8Y8	Escherichia coli	4K4D_A,4K4D_B,4K4C_A,4K4C_B,4K4C_C,4K4C_D	-	-	1VH9_A,1VH9_B
3.1.2.28	P77781	Escherichia coli	1SBK_A,1SBK_B,1SBK_C,1SBK_D,4K4A_A,4K4A_B,4K4A_C,4K4A_D,4K4B_A,4K4B_B,4K4B_C,4K4B_D,4K4B_E,4K4B_F,4K4B_H,4K49_C,4K49_B,4K49_D,4K49_A	-	-	4K4B_G,1VI8_A,1VI8_B,1VI8_C,1VI8_D,1VI8_E,1VI8_F,1VI8_G,1VI8_H,1VH5_A,1VH5_B
3.1.2.29	Q1EMV2	Streptomyces cattleya	3KVI_A,3KVI_B,3KX8_A,3KX8_B,3KX8_C,3KX8_D,3KX8_E,3KX8_F,3KX8_G,3KX8_H,3KUW_A,3KUW_B,3P2R_A,3P2R_B,3KVU_A,3KVU_B,3KVU_D,3KW1_D,3KW1_F,3P3I_A,3P3I_B,3P3I_C,3P3I_D,3KVZ_B,3KVZ_E,3KV8_A,3KV8_B	-	-	3KX7_A,3KX7_B,3P2Q_A,3P2Q_B,3P2S_A,3P2S_B,3KVU_C,3KW1_A,3KW1_B,3KW1_C,3KW1_E,3KW1_G,3KW1_H,3P3I_E,3P3I_F,3P3F_A,3P3F_B,3P3F_C,3P3F_D,3P3F_E,3P3F_F,3KV7_A,3KV7_B,3KVZ_A,3KVZ_C,3KVZ_D,3KVZ_F,3KVZ_G,3KVZ_H,3KUV_A,3KUV_B
3.1.2.32	A0A0H2Z6F6	Pseudomonas aeruginosa	7TZ9_A,7TZA_A,7U6G_A	-	-	-
3.1.2.32	P20581	Pseudomonas aeruginosa	3DH8_A,5HIO_A,5HIQ_A,2Q0J_A,2Q0J_B,7R3E_A,7R3E_B,2VW8_A,2Q0I_A,7R3J_A,7R3J_B,7R3J_C,7R3J_D,8DQ0_C,8DQ0_D,8B4A_A,8B4A_B,8B4A_C,8B4A_D,7KGW_A,8DQ1_C,8DQ1_D,5HIS_A,5HIP_A,7KGX_A,7R3F_A	-	-	8DQ0_A,8DQ0_B,8DQ1_A,8DQ1_B,8DQ1_I,8DQ1_J
3.1.2.6	Q16775	Homo sapiens	-	1QH5_A,1QH5_B	-	1QH3_A,1QH3_B
3.1.2.6	Q2PYN0	Leishmania infantum	2P1E_A,2P18_A	-	-	-
3.1.2.6	Q8ZRM2	Salmonella enterica subsp. enterica serovar Typhimurium	2QED_A	-	-	-
3.1.2.6	Q9SID3	Arabidopsis thaliana	2Q42_A,2Q42_B,1XM8_A,1XM8_B	-	-	-
3.1.21.2	P9WQ13	Mycobacterium tuberculosis	-	-	-	5ZHZ_A
3.1.21.7	Q8C9A2	Mus musculus	6OZS_A,6OZS_B,6OZS_D,6OZO_A,6OZO_B,6OZR_A,6OZR_B,6OZQ_A,6OZQ_B,6OZJ_A,6OZJ_B,6OZL_A,6OZL_B,6OZL_D,6OZK_A,6OZK_B,6OZK_D,6OZP_A,6OZP_B,6OZM_A,6OZM_B,6OZM_C,6OZN_A,6OZN_B	-	-	6OZS_c,6OZS_C,6OZS_d,6OZO_C,6OZO_D,6OZR_C,6OZR_D,6OZQ_C,6OZQ_D,6OZJ_C,6OZJ_D,5AOY_A,6OZL_C,6OZK_C,6OZP_c,6OZP_C,6OZP_d,6OZP_D,6OZM_D,6OZN_C,6OZN_D
3.1.26.3	P0A7Y0	Escherichia coli	7R97_A,7R97_B,7R97_C,7R97_D	-	-	-
3.1.26.4	O29634	Archaeoglobus fulgidus	-	-	-	3P83_A,3P83_B,3P83_C,3P83_D,3P83_E,3P83_F,1I3A_A,1I39_A
3.1.26.4	O75792	Homo sapiens	-	-	-	3PUF_A,3PUF_B,3PUF_C,3PUF_D,3PUF_E,3PUF_F,3PUF_G,3PUF_H,3PUF_I,3PUF_J,3PUF_K,3PUF_L,3PUF_M,3PUF_N,3PUF_O,3PUF_P,3PUF_Q,3PUF_R,3P56_A,3P56_B,3P56_C,3P56_D,3P56_E,3P56_F
3.1.26.5	Q66GI4	Arabidopsis thaliana	4G25_A,6BV9_A,4G23_A,6LVR_D,6LVR_B,6BV5_A,6BV6_A,6BV8_A,4G24_A	-	-	4G26_A,6LVR_C,6LVR_A
