EC_number	UniProt_ID	PDB_IDs	Organism_name
3.1.3.48	P18031	7L0C,5QE1,5QGF,6CWV,2CNF,2CMB,4BJO,2F6F,4QAH,5KAD,7FRL,5QEA,1C86,2ZN7,3I7Z,6XEF,2F6T,1ONY,6CWU,5QEY,2CM8,3ZMQ,5QEO,5QF6,6PFW,1WAX,2B07,7RIN,5QFR,1Q1M,5QET,7MNF,6OMY,5QDW,7MOV,2HNP,5QEM,1BZH,2QBP,4QAP,5QG3,2AZR,5QEK,7FRF,7FRQ,7FRM,8EYB,2F6V,6PGT,1NZ7,5QF4,5KA0,5QEJ,8DU7,7MN7,5QDK,1EEN,5QEZ,5QFD,5QFF,7FRO,2H4G,2BGD,7FRK,1Q6J,2CM7,6OLV,5QFN,5QEH,8G67,5QFU,2F70,6XEA,1PTY,5QF8,1OES,5QDO,1PTU,4QBE,6XE8,1C84,7LFO,7MOW,2CNE,1T4J,1EEO,3ZMP,1KAK,5QDI,5QE9,5QFS,1NWE,5KA9,1Q6N,3QKP,2CM2,5QF0,7FQP,3SME,1Q6S,5QFI,1NWL,5QFX,5QG6,5QDZ,6XEE,7MNB,5KAB,7FQT,5QFP,7S4F,7FRU,5QF3,1OEO,5QDT,6B8E,2BGE,5QEI,5QE8,5QGB,7FQW,5QE4,7FRJ,5QDM,5QFM,1OEV,4ZRT,5QG5,7MNE,7FQR,6OLQ,5QFJ,1C88,8EXI,1ONZ,5QEX,7FRI,1SUG,1XBO,3I80,7FQN,5QDX,1G7G,2CMC,1NL9,5QDR,2F6Y,8G69,5QFY,1QXK,2F71,8G6A,5K9W,6PM8,2CMA,5QF9,5QEE,3A5J,5QDV,7FQZ,1C85,7L0H,1PYN,5QG1,5QGD,5KAC,2CNG,7MNC,5KAA,5QEP,2CNH,3ZV2,5QER,8EYA,7KEY,5QFH,7FRT,2B4S,1G1F,7MKZ,2NT7,1Q6M,2NTA,7MM1,5QDH,5QED,3EU0,7FRG,7FQX,5QGA,2F6W,2CM3,5QF2,7MNA,6NTP,5QEV,2FJM,5QG7,1LQF,5QES,5QFA,1T49,5QEU,7FQY,5QFE,5QFW,1KAV,6XED,1C83,1PA1,5QFL,7FQO,7FQM,6B90,5QG8,5QE2,8EXJ,1ECV,5QFB,5QFC,6W30,7FRP,7KEN,5KA8,5QDF,1NO6,5KA3,8EXM,7FQV,5QDS,5QEW,2H4K,5QFK,1PTT,5QE0,5QFZ,2QBR,5QE5,5QEB,5KA4,5QF7,5QDN,7FQQ,1L8G,5QDQ,1BZJ,5QGE,5QEN,1BZC,1G1H,5QDE,7MN9,5QEQ,4I8N,6PG0,8G68,2CNI,2HNQ,1C87,3EAX,5K9V,5QDP,1G7F,1T48,7FRN,3D9C,5QE3,7FRR,7MND,5QFQ,1Q6P,6B8T,5KA2,1PTV,7KLX,5QDG,1PXH,5QE7,2FJN,7FRS,7FRE,5QFV,2VEX,1I57,4QBW,3EB1,2VEW,7FRH,3A5K,8EXN,5QEF,4Y14,5QFT,6B95,1OET,5QF1,1AAX,6B8X,7MOU,5QG2,1PH0,5QFG,1Q6T,5QEG,6PHA,5QDU,6B8Z,2VEU,7FQS,8F88,1G1G,5QE6,5QDJ,1OEM,2VEV,5QG0,3QKQ,2QBS,1JF7,5T19,5QEL,2F6Z,5QDY,8G65,5QF5,6BAI,5QG4,1A5Y,5QDL,8EXK,5KA1,6OL4,1NNY,5QG9,1GFY,2HB1,5QGC,2QBQ,6PHS,6XEG,5QEC,2ZMM,3CWE,2VEY,5KA7,5QFO,7FQU,1OEU	Homo sapiens
3.1.3.48	P23468	4RCA,1X5Z,5XNP,2DLH,6X3A,2YD7,2YD6,5WY8	Homo sapiens
3.1.3.48	P23469	6D3F,6D4F,6D4D,2JJD	Homo sapiens
3.1.3.48	P26045	4RH5,4QUM,6HKS,6T36,4QUN,4RH9,4RHG,8OEP,4RI4,8CQY,4RI5,4S0G,2B49	Homo sapiens
3.1.3.48	P35236	2GP0,2A3K,3D44,3O4U,1ZC0,3O4T,2HVL,2QDC,2QDM,2QDP,3O4S,3D42,2GPH	Homo sapiens
3.1.3.48	Q15256	2A8B	Homo sapiens
3.1.3.48	Q16828	1HZM,1MKP	Homo sapiens
3.1.3.48	Q4QEZ7	3S4O	Leishmania major
3.1.3.48	Q6MNP0	4NX8	Bdellovibrio bacteriovorus
3.1.3.48	Q99956	3LJ8,2HXP	Homo sapiens
3.1.3.48	Q9S427	2Z72,2ZBM,1V73	Shewanella sp.
3.1.3.48	Q9Y6W6	7UMV,7UN4,3TG1,7Y4B,7UMU,2OUD,7Y4C,6MC1,7U4R,2OUC,7Y4E,7U4O,7Y4D,7UN0,1ZZW	Homo sapiens
3.1.3.5	O32125	3PDW	Bacillus subtilis
3.1.3.5	P07024	2USH,1USH,1HPU,4WWL,1HO5,1OID,1HP1,1OIE,1OI8	Escherichia coli
3.1.3.5	P49902	2XCX,6DDQ,6DDX,2XJE,5CR7,2J2C,2XJD,2JC9,2XJC,6FXH,2XJF,2JCM,2XCV,4H4B,5OPP,6DDZ,5OPO,5CQZ,5OPK,6FIU,6DDL,6DDK,6FIW,6DD3,6DDY,5OPL,6DE1,6DDO,5K7Y,6DDC,6DE3,5OPN,6DE2,5OPM,6FIS,2XJB,6DDB,5L4Z,6DDH,2XCW,5L50,6FIR,6DE0	Homo sapiens
3.1.3.5	Q5ZZB6	4G63,2BDE,4OHF	Legionella pneumophila
3.1.3.5	Q9D020	2G06,2G07,4FE3,4KX3,2G09,2G08,2Q4T,2G0A,4KX5,2BDU	Mus musculus
3.1.3.52	Q8N3J5	6AK7,2IQ1,4DA1	Homo sapiens
3.1.3.57	Q9Z1N4	1JP4	Rattus norvegicus
3.1.3.58	Q9X0Y1	3KBB	Thermotoga maritima
3.1.3.7	O95861	2WEF	Homo sapiens
3.1.3.7	P32179	1K9Y,1K9Z,1KA0,1KA1,1QGX	Saccharomyces cerevisiae
3.1.3.7	P9WKJ1	5DJH,5DJF,5DJG,5DJK,5DJJ,5DJI	Mycobacterium tuberculosis
3.1.3.7	Q7NXD4	2YB1,2YB4	Chromobacterium violaceum
3.1.3.73	P9WLH5	3HST	Mycobacterium tuberculosis
3.1.3.74	P60487	4BX3,4BX2,5AES,4BKM,4BX0	Mus musculus
3.1.3.74	Q96GD0	2CFS,2CFR,2P27,2P69,2OYC,5GYN,2CFT	Homo sapiens
3.1.3.75	Q9HTR2	4AS3,4AS2	Pseudomonas aeruginosa
3.1.3.8	O31097	3AMS,3AMR	Bacillus subtilis subsp. subtilis
3.1.3.8	O66037	1H6L,1POO,1QLG,2POO,1CVM	Bacillus sp. (in: Bacteria)
3.1.3.82	P63228	3ESR,3ESQ,2GMW,3L1V,3L8G,3L8F,3L8E,3L1U	Escherichia coli
3.1.3.82	Q7WG29	3L8H	Bordetella bronchiseptica
3.1.3.82	Q98I56	2O2X	Mesorhizobium loti
3.1.3.84	P38218	6LFT,6LFR,6LFS,6LFQ,6LFU	Saccharomyces cerevisiae
3.1.3.86	O15357	2MK2,5OKN,5OKP,3NR8,6SQU,4A9C,5OKM,2KSO,2K4P,5OKO,6SRR	Homo sapiens
3.1.3.89	P53144	5YOX	Saccharomyces cerevisiae
3.1.3.89	P76491	2PAU,2PAR,2PAQ	Escherichia coli
3.1.3.91	Q9H0P0	2CN1,2VKQ,2JGA	Homo sapiens
3.1.3.91	Q9W197	4NWI,4NV0	Drosophila melanogaster
3.1.3.92	O07565	3GYG	Bacillus subtilis
3.1.4.1	P38319	1Q32,3SQ5,3SQ8,3SQ3,3SQ7	Saccharomyces cerevisiae
3.1.4.1	Q58346	1S3M,1S3L,1S3N,2AHD	Methanocaldococcus jannaschii
3.1.4.12	Q92484	5EBE,5EBB	Homo sapiens
3.1.4.16	P67095	1SU1	Escherichia coli
3.1.4.17	P22434	4OJX,4OJV	Saccharomyces cerevisiae
3.1.4.17	P9WP65	2HYO,2HYP,3IB8,3IB7,2HY1	Mycobacterium tuberculosis
3.1.4.17	Q9X1T1	5O4Z,5O70,5O7F,5O1U,5O58,5O25	Thermotoga maritima
3.1.4.2	A0A0U4VTN7	7YMQ,7YMR,7YMP,7YM0	Thermocrispum sp. RD004668
3.1.4.3	P09598	1P6D,2HUC,1P5X,1AH7,2FFZ,1P6E,2FGN	Bacillus cereus
3.1.4.35	O76074	3SHY,3JWR,3SIE,3TGG,2H42,4G2Y,6ACB,4I9Z,1T9S,1UDT,1XOZ,7FAQ,3JWQ,2H40,3SHZ,1RKP,3BJC,5JO3,4OEX,2CHM,3HDZ,4IA0,7FAR,3B2R,5ZZ2,3TGE,3LFV,6L6E,4MD6,2H44,1TBF,2XSS,1UHO,3MF0,6IWI,3HC8,4G2W,4OEW,1XP0,1UDU,6VBI,1T9R	Homo sapiens
3.1.4.35	O76083	3K3H,3DYL,4G2J,3JSI,6LZZ,2YY2,4Y86,3JSW,4E90,7F0I,3DYQ,3DYS,4Y87,6A3N,8BPY,3QI4,2HD1,3QI3,4Y8C,3N3Z,4GH6,3DY8,3K3E,4G2L,3DYN	Homo sapiens
3.1.4.35	P52731	3JBQ,6X88,3DBA	Gallus gallus
3.1.4.37	P16330	3ZBZ,7QZK,4WCB,4WCC,2YPE,4WCA,2YP0,4WC9,4WDB,3ZBR,4WDD,2YPC,4WDF,5AE0,2YQ9,2YDC,3ZBS,2YPH,2Y3X,4WBI,4WDE,7QZS,2XMI,4WDA,2Y1P,4WEX,2YDB,2YDD,4WDH,4WFR,4WDG,4WBL,2YOZ	Mus musculus
3.1.4.4	Q53728	7JS7,7JRW,7JRB,2ZE9,7JRV,7JS5,2ZE4,7JRU,7JRC	Streptomyces antibioticus
3.1.4.52	Q9HV27	4R8Z	Pseudomonas aeruginosa
3.1.4.52	Q9HX69	3SY8	Pseudomonas aeruginosa
3.1.4.53	O60658	7CWF,7CWG,7VTV,7VTW,7CWA,7VSL,3ECN,7VTX,3ECM	Homo sapiens
3.1.4.53	P27815	2QYK,3TVX,3I8V	Homo sapiens
3.1.4.53	Q07343	2QYL,3D3P,1Y2J,3WD9,4KP6,1Y2H,4NW7,3O0J,3FRG,1XMU,1XM4,5OHJ,3G45,1ROR,3O56,3W5E,1XM6,1XMY,4MYQ,2CHM,3HDZ,1TB5,1XLZ,3KKT,1XLX,3GWT,3O57,6BOJ,1XN0,8OEG,1XOT,1RO9,3HC8,5K6J,3LY2,4WZI,5LAQ,1XOS,1F0J,4X0F,3HMV,1RO6	Homo sapiens
3.1.4.53	Q08499	6F8X,6FTA,6KJZ,4OGB,7AAG,6AKR,6IMO,1XOM,6KK0,3G58,4WCU,6LRM,7F2L,7XAB,7YQF,6IMB,6IMD,3G4L,5TKB,6F8V,3SL4,7F2M,6RCW,7YSX,1E9K,6F8R,6F8T,7W4Y,6IMI,7W4X,6NJJ,6FDI,3IAD,6IND,5LBO,7ABD,7CBJ,6IMR,5K32,1Y2E,6BOJ,6FTW,7B9H,1Q9M,3G4K,7F2K,6INM,6F8W,1TBB,1OYN,3SL6,6FW3,7AB9,1PTW,6HWO,3K4S,7A9V,6F8U,1XON,2FM0,6FEB,7A8Q,3IAK,2PW3,7ABE,1XOQ,1Y2D,3G4I,6FT0,6FDC,6FE7,5K1I,6IMT,7AY6,7XBB,6NJI,3G4G,7CBQ,6INK,3SL5,3SL8,1Y2C,6FET,1XOR,4W1O,1Y2K,6IBF,5WQA,3V9B,5WH6,1MKD,5WH5,6IM6,2QYN,2FM5,6ZBA,1Y2B,7XAA,6F6U,6NJH,1TB7,3SL3,1ZKN,6IAG,7ABJ	Homo sapiens
3.1.4.53	Q6S996	2R8Q	Leishmania major
3.1.4.54	Q6IQ20	4QN9	Homo sapiens
3.1.4.55	P16692	3P2U,3G1P	Escherichia coli
3.1.4.59	A0A0U1MUE2	5XSP,5XSI,5XT3,5XSN	Staphylococcus aureus
3.1.4.59	A0QVM9	4LS9	Mycolicibacterium smegmatis
3.1.6.1	P51691	5AJ9,4CXS,4CXU,4CYS,4CYR,4CXK,1HDH	Pseudomonas aeruginosa
3.1.6.19	F8KAY7	2YHE,4AXH,4AV7	Pseudomonas sp. DSM 6611
3.1.6.2	P08842	1P49,8EG3	Homo sapiens
3.1.6.21	F2WP51	4NUR	Pseudomonas sp. S9
3.1.6.21	Q9I5I9	5AJL,2CG2,5AIJ,2CFZ,5A23,2CFU,2CG3	Pseudomonas aeruginosa
3.1.6.6	O69787	6FNY,6G60,6G5Z,7PTJ,7PTH	Sinorhizobium meliloti
3.1.8.1	A0A077JBW9	5HRM,5IOJ	Sphingobium sp. TCM1
3.1.8.1	P0A433	1P6B,1P6C	Flavobacterium sp.
3.1.8.1	P0A434	6GBK,3UPM,6G23,8P7K,2OB3,7P85,4ZSU,5W6B,2OQL,6FU6,6AML,6G1J,6FOR,6FEI,6FFW,1QW7,6FRZ,4GY1,6FS3,4GY0,6FVP,6G0M,6FVK,4E3T,3URQ,6G3L,1I0D,6GBJ,1DPM,2O4Q,4ZST,1PTA,6FEF,3URB,3CAK,1EZ2,1EYW,1PSC,3UR5,6FQE,1HZY,6FW1,6G3M,6FEE,6GBL,1JGM,3UR2,3URA,5WCQ,2O4M,3E3H,1I0B,3URN,3CS2,6FU0,6FWE	Brevundimonas diminuta
3.1.8.1	Q93LD7	2R1M,3A3W,5W7H,2R1P,2D2J,2D2H,3WML,2R1L,3A4J,3A3X,3OOD,3OQE,2R1N,3C86,2D2G,2R1K,3SO7,4NP7,5VEJ	Agrobacterium tumefaciens
3.1.8.2	Q7SIG4	3BYC,3KGG,1PJX,2IAQ,2IAX,1E1A,3LI4,3O4P,2IAR,2GVU,7ZP5,7ZP6,2IAV,7ZP7,4O5T,3U0S,2IAS,2IAU,2IAT,2IAO,2GVW,3LI5,3HLI,2GVV,4O5S,2IAP,3I1C,2IAW,2GVX,3LI3,3HLH	Loligo vulgaris
3.11.1.1	O31156	1SWW,1RQL,1RQN,2IOH,2IOF,1FEZ,1SWV,1RDF	Bacillus cereus
3.11.1.3	Q84G06	2DUA,2HRW,2HJP	Variovorax sp.
3.13.1.3	P54997	2DE3,2DE4,2DE2	Rhodococcus erythropolis
3.13.1.4	K4L7X3	5AHS,5AF7	Advenella mimigardefordensis
3.13.1.7	H1AAP2	3VRK,3VQJ	Thiobacillus thioparus
3.13.2.1	P10760	1B3R,1XWF,2H5L,1KY5,1K0U,1D4F,1KY4	Rattus norvegicus
3.13.2.1	P23526	5W4B,4YVF,3NJ4,1LI4,5W49,1A7A,4PGF,4PFJ	Homo sapiens
3.13.2.1	P74008	7ZD9,7O5L,7ZD7,7ZD8,7O5M	Synechocystis sp. PCC 6803
3.13.2.1	Q9I685	7ZD4,6F3P,7ZD2,6F3Q,7ZD3,7ZD0,6F3O,6F3N,7ZD1	Pseudomonas aeruginosa
3.13.2.1	O51933	3X2E,3X2F,5TOV,5TOW	Thermotoga maritima
3.13.2.3	O58212	2WR8,1WU8	Pyrococcus horikoshii
3.2.1.1	B5ARZ9	4GKL	Thermotoga neapolitana
3.2.1.1	P00692	1E3Z,1E3X,1E40,1E43,3BH4	Bacillus amyloliquefaciens
3.2.1.1	P00693	1RP9,1HT6,1RP8,1P6W,2QPU,3BSG,3BSH,2QPS,1RPK	Hordeum vulgare
3.2.1.1	P04063	1AMY,1BG9,1AVA	Hordeum vulgare
3.2.1.1	P04746	3BAY,3OLE,3OLG,1KGX,3BAX,6Z8L,1XH1,5KEZ,3IJ9,3BAI,1XD1,1XH2,2CPU,4X9Y,3BAK,1XGZ,1BSI,1KB3,3BAW,5U3A,1KGW,5VA9,1KGU,2QMK,1U33,3BAJ,3CPU,1CPU,1B2Y,1HNY,3OLI,4W93,4GQR,2QV4,1XCX,6OBX,5E0F,1KBB,1U2Y,1U30,6OCN,3OLD,1XCW,3IJ7,5EMY,5TD4,1XH0,1KBK,3IJ8,1XD0,4GQQ	Homo sapiens
3.2.1.1	P06278	1BLI,1E3Z,1BPL,1VJS,1E3X,1OB0,1E40,1E43	Bacillus licheniformis
3.2.1.1	P29957	1KXH,1JD7,1L0P,1G9H,1B0I,1JD9,1AQH,1AQM,1G94	Pseudoalteromonas haloplanktis
3.2.1.1	P00690	1OSE,1KXV,3L2L,1PIG,4X0N,1WO2,1HX0,1DHK,1UA3,1PIF,1BVN,1VAH,1PPI,1KXT,1JFH,3L2M,1KXQ	Sus scrofa
3.2.1.10	P14410	3LPP,3LPO	Homo sapiens
3.2.1.10	P53051	3AXH,3AXI,3A47,3AJ7,3A4A	Saccharomyces cerevisiae
3.2.1.100	Q8PI23	6BYE,6BYC,6BYG,6BYI	Xanthomonas citri
3.2.1.105	Q8GU20	2JF7,3ZJ8,3ZJ7,2JF6	Rauvolfia serpentina
3.2.1.114	Q24451	6RRN,2F1A,3CV5,3DX2,3DX4,3EJT,2F7O,3BUD,3BLB,1R33,2F7P,6RRH,3EJP,3EJU,1TQS,3D4Y,2FYV,2F7R,3D51,1QWN,2OW7,3DX3,1TQV,3BUP,3BVT,1QX1,3DDG,1R34,2OW6,1TQT,2ALW,1QWU,1HXK,6RQZ,3D52,1HWW,1PS3,2F7Q,6RRW,3BVU,1HTY,3D4Z,3EJR,6RRU,2F18,6RRY,1TQU,3CZN,3D50,3DX0,3EJS,3BUB,3BUI,6RPC,6RRJ,6RRX,2F1B,3DDF,3DX1,3BUQ,6RS0,3BVW,3BVX,3EJQ,3CZS,1TQW,3BVV	Drosophila melanogaster
3.2.1.114	Q99YP5	2WYH,2WYI	Streptococcus pyogenes M1 GAS
3.2.1.120	Q2U8V9	5YOT,7EAP,5YQS	Aspergillus oryzae
3.2.1.122	Q9AGA6	6DUX,6DVV	Klebsiella pneumoniae
3.2.1.123	A0A3S5YBC7	5J14,5CCU,5J7Z	Rhodococcus equi
3.2.1.123	O33853	2OYK,2OYM,2OYL,2OSY,2OSW,2OSX	Rhodococcus sp. M-777
3.2.1.125	Q9SPP9	3U57,3U5U,3U5Y,3ZJ6,4A3Y,4ATD,4ATL,4EK7	Rauvolfia serpentina
3.2.1.130	D6D1V7	6HMG,6FWP,6FAR,6FWM,5MEL,6HMH,4AD5,5M17,5LYR,4UTF,6FWQ,4AD4,5M5D,4AD3,6ZJ6,6FWI,6FAM,4AD2,6FWJ,5MC8,4V27,4V28,6FWG,6FWO,5M03,5M3W,4AD1,6FWL	Bacteroides xylanisolvens
3.2.1.130	Q8A109	4ACZ,4ACY,4AD0	Bacteroides thetaiotaomicron
3.2.1.133	A3DM60	4AEE	Staphylothermus marinus
3.2.1.133	I3RE04	4CMR	Pyrococcus sp.
3.2.1.133	P19531	1QHP,1QHO	Geobacillus stearothermophilus
3.2.1.139	A7M022	4C91,4C90	Bacteroides ovatus
3.2.1.14	A0A221ZS22	6JAY,6JAX,6JAW,6JAV,5Y29,5Y2A,5Y2C,5Y2B	Ostrinia furnacalis
3.2.1.14	B1VBB0	4HME,4W5Z,4MB3,4MB4,4HMD,4MB5,4HMC	Moritella marina
3.2.1.14	K7ZLW6	5GZT,5GZU,5GZV	Paenibacillus sp.
3.2.1.14	P29029	2UY5,2UY4,2UY2,2UY3,4TXE	Saccharomyces cerevisiae
3.2.1.14	P48827	6YN4,6YLJ,7AKQ,6EPB	Trichoderma harzianum
3.2.1.14	Q700B8	4AXN	Serratia marcescens
3.2.1.14	Q8U1H5	2CZN,3AFB,2DSK,3A4X,2CWR,3A4W	Pyrococcus furiosus
3.2.1.14	Q9BZP6	3FXY,2YBT,2YBU,3RME,3RM8,3FY1,3RM9,3RM4	Homo sapiens
3.2.1.140	A0A024QYS6	5GQG,5GQF,5GQC	Bifidobacterium longum subsp. Longum
3.2.1.140	B3TLD6	5BXT,4JAW,5BXR,5BXP,5BXS,4H04	Bifidobacterium bifidum
3.2.1.141	Q55088	3VGF,3VGH,3VGG,3VGB,3VGE,1EHA,1EH9,3VGD	Saccharolobus solfataricus
3.2.1.143	Q86W56	7KG1,7KG7,4B1G,6HMK,6HML,4B1I,6OAK,4A0D,4B1H,4B1J,6HMN,6OA3,6OA0,6O9Y,5A7R,6O9X,7KG8,5LHB,6HMM,6OAL,6OA1,7KG6,6HH6,7KFP,7KG0	Homo sapiens
3.2.1.143	Q9RZM4	5ZDE,5ZDC,5ZDA,5ZDG,5ZDB,5ZDF,5ZDD	Deinococcus radiodurans
3.2.1.147	P37702	7Z1I	Arabidopsis thaliana
3.2.1.149	Q7X9A9	3WQ4,3WQ5,3WQ6	Camellia sinensis
3.2.1.151	O94218	3VLB,3VL8,3VL9	Aspergillus aculeatus
3.2.1.156	A0A0S2UQQ5	6TOW,6SHY,6TO0,6TPP,6SRD,6TRH,6SUD	Paenibacillus barcinonensis
3.2.1.165	Q6LUT2	5DGQ,5DGR	Photobacterium profundum
3.2.1.165	Q76HN4	5GSM	Thermococcus kodakarensis
3.2.1.166	Q9Y251	6ZDM,5LA7,8B0C,7RG8,5L9Z,7PR7,5E9C,7PR8,7YI7,5E8M,5E9B,5LA4,7PRT,8E07,8BAC,5E98,7YJC,5L9Y,8B0B,5E97,8E08	Homo sapiens
3.2.1.169	O60502	5VVT,2YDQ,5UN9,5M7R,5M7T,5UN8,5TKE,5M7S,5VVO,5VVV,5UHK,6HKI,5UHP,7YEH,5VVX,5VVU,6PM9,7OU6,5UHO,5M7U,5UHL	Homo sapiens
3.2.1.169	Q0TR53	2VUR,2CBJ,2J1E,2YDQ,2V5D,2V5C,6RHE,7KHV,5OXD,2W1N,2J62,2WB5,2X0Y,2J7M,2XPK,2O4E,4ZXL,2YDS,2YDR,2J1A,2CBI,2OZN,2JH2	Clostridium perfringens
3.2.1.169	Q89ZI2	2XM1,5FKY,2XJ7,2W4X,5MI7,5MI5,2CHO,5MI6,2XM2,5ABE,2J4G,2WCA,7K41,2JIW,5ABH,2VVN,4UR9,2WZI,5FL0,4AIS,2J47,2W66,7OU8,2WZH,5FL1,2VVS,5ABG,5ABF,5MI4,4AIU,2CHN,2W67,2X0H	Bacteroides thetaiotaomicron
3.2.1.172	O34559	1NC5,2D8L,2GH4	Bacillus subtilis
3.2.1.176	A0A088T0J9	5AMP,4ZZT,4ZZU,4ZZV,4ZZW	Geotrichum candidum
3.2.1.176	F1CYZ0	4XEB	Talaromyces funiculosus
3.2.1.176	G0RVK1	6RWF,5TC9	Trichoderma reesei
3.2.1.176	G2Q665	5W11	Thermothelomyces thermophilus
3.2.1.176	P62694	1CEL,5CEL,4D5P,5X3C,1EGN,4C4D,1Q2B,4D5V,5X35,4C4C,1DY4,2V3I,3CEL,7CEL,1AZ6,5X39,7OC8,6GRN,1Q2E,1CBH,1AZK,2CEL,4D5O,7YHI,7YHH,4D5J,5X37,6CEL,4P1J,4D5Q,2MWK,4CEL,2V3R,5X34,2CBH,2MWJ,5X38,4UWT,5OA5,4V0Z,4P1H,7YHG,1AZH,5X36,4D5I,1AZJ,7NYT,7YHF	Trichoderma reesei
3.2.1.176	Q55FE6	4ZZQ	Dictyostelium discoideum
3.2.1.176	Q8J0K6	2RFW,2RFY,2RG0,2RFZ	Melanocarpus albomyces
3.2.1.176	Q8TFL9	1Q9H,3PFX,3PFZ,3PL3,3PFJ	Rasamsonia emersonii
3.2.1.176	Q9P8P3	2Y9N,2YOK	Trichoderma harzianum
3.2.1.177	B3PBD9	2XVL,2XVG,2XVK	Cellvibrio japonicus
3.2.1.177	P31434	1XSI,1XSK,2F2H,1WE5,1XSJ	Escherichia coli
3.2.1.179	Q9RC92	2D5J,2FUZ,1VD5,2FV1,2AHG,2FV0,2AHF	Bacillus sp. (in: Bacteria)
3.2.1.18	C3W6G3	5NZN,5NZE,5NWE,6G02,5NZF,5NZ4	influenza A virus H1N1
3.2.1.18	C7FH46	7U2Q,7U2T,4B7Q,4B7R	influenza A virus H1N1
3.2.1.18	Q02834	1W8O,1W8N,2BER,1EUS,1EUR,1WCQ,1EUU,4J9T,1EUT,2BZD	Micromonospora viridifaciens
3.2.1.18	Q8AAK9	4BBW	Bacteroides thetaiotaomicron
3.2.1.18	Q9Q2W5	1E8V,1E8U,1E8T	Avian orthoavulavirus 1
3.2.1.18	Q4WQS0	2XCY,2XZI,2XZJ,2XZK,4M4N,4M4U,4M4V	Aspergillus fumigatus
3.2.1.180	C6Y1N7	3WIW	Pedobacter heparinus
3.2.1.180	Q8E372	3ANK,3WUX,3ANJ,3VXD,3ANI	Streptococcus agalactiae
3.2.1.182	Q1XH05	3AIS,3AIQ,2DGA,3AIR	Triticum aestivum
3.2.1.185	E8MGH8	3WRF,3WKX,7BZL,7DIF,7EXU,7EXW,3WKW,3WRE,7EXV,3WRG	Bifidobacterium longum
3.2.1.196	P15067	2WSK	Escherichia coli
3.2.1.199	P32138	5OHT,5AEG,5AED,5AEE	Escherichia coli
3.2.1.2	P10537	5WQU,1FA2,5WQS	Ipomoea batatas
3.2.1.2	P10538	1Q6E,1WDQ,1UKP,1BFN,1BYC,1V3H,1WDS,1Q6C,1Q6F,1Q6D,1BYB,1UKO,1V3I,1WDR,1Q6G,1BYD,1BTC,1WDP,1BYA	Glycine max
3.2.1.2	P36924	1B9Z,1J12,1J0Y,5BCA,1CQY,1J10,1ITC,1VEO,1VEP,1J18,1VEM,1J11,1J0Z,1VEN,1B90	Bacillus cereus
3.2.1.20	O33830	1OBB	Thermotoga maritima
3.2.1.20	P0CD66	2G3N,2G3M	Saccharolobus solfataricus
3.2.1.20	P10253	5NN3,7P32,5KZW,5NN4,5NN6,5NN8,7P2Z,5NN5,5KZX	Homo sapiens
3.2.1.204	D2PPM7	5X3K,5X3J,5X3I	Kribbella flavida
3.2.1.205	D2PPM8	5Z3A,5Z3B,5Z3D,5Z3C,7C25,7C26,7C24,5Z3E,7C27,5Z3F	Kribbella flavida
3.2.1.206	Q59976	1GON,1GNX	Streptomyces sp.
3.2.1.207	Q14697	8D43,8EMR	Homo sapiens
3.2.1.209	Q9UKM7	1FO3,5KK7,1FO2,5KIJ,1X9D,1FMI	Homo sapiens
3.2.1.21	A0A1E1FFN6	7WDO,7WDR,7WDV,7WDP,7WDS,5XGZ,7WDN	uncultured microorganism
3.2.1.21	B8CYA8	4PTX,3TA9,4PTW,4PTV	Halothermothrix orenii
3.2.1.21	B9K7M5	5IDI	Thermotoga neapolitana
3.2.1.21	O61594	5CG0	Spodoptera frugiperda
3.2.1.21	P22073	1BGA,6R4K,1TR1,1UYQ,1BGG,6QWI,1E4I	Paenibacillus polymyxa
3.2.1.21	P49235	1E56,1H49,1E4L,1E1F,1E1E,1E4N,1HXJ,1V08,1E55	Zea mays
3.2.1.21	Q0GC07	2X41,2X42,2X40	Thermotoga neapolitana
3.2.1.21	Q25BW5	2E3Z,2E40	Phanerodontia chrysosporium
3.2.1.21	Q51723	3APG,3WDP,3WQ8	Pyrococcus furiosus
3.2.1.21	Q75I93	3F5J,3F5K,3SCT,3AHT,7BZM,3F4V,3SCO,4QLL,3SCU,4QLJ,3SCS,3F5L,4QLK,3SCV,3SCP,3SCN,3SCQ,2RGL,3AHV,2RGM,3SCW,3SCR	Acetivibrio thermocellus
3.2.1.21	Q8L7J2	3GNO,3GNP,3WBA,3WBE,3GNR	Oryza sativa
3.2.1.21	Q8T0W7	3AI0,3VIF,3VIJ,3VII,3VIG,3VIK,3VIH,3VIN,3VIP,3AHZ,3VIO,3VIM,3VIL	Neotermes koshunensis
3.2.1.21	Q8TGI8	5JU6	Rasamsonia emersonii
3.2.1.21	Q92AS9	4ZO9,4ZOE,4ZO6,4ZOD,4ZO7,4ZO8,4ZOB,4ZOC,4ZOA	Listeria innocua Clip11262
3.2.1.21	Q9H227	2E9L,3VKK,2JFE,2ZOX,2E9M	Homo sapiens
3.2.1.21	Q9YGA8	1QVB	Thermosphaera aggregans
3.2.1.214	A6LGF6	5Z06	Parabacteroides distasonis
